2022-06-07 12:42:13,936 [TRAIN] Iteration 0 | loss 1.912047 | accuracy 20.000000
2022-06-07 12:43:40,696 [TRAIN] Iteration 1538 | loss 0.696093 | accuracy 73.333335
0607 12:43:40 PM [TRAIN] Iteration 1538 | loss 0.696093 | accuracy 73.333335
2022-06-07 12:43:40,753 [TRAIN] Iteration 1539 | loss 0.695720 | accuracy 73.350651
0607 12:43:40 PM [TRAIN] Iteration 1539 | loss 0.695720 | accuracy 73.350651
2022-06-07 12:43:40,810 [TRAIN] Iteration 1540 | loss 0.695369 | accuracy 73.364700
0607 12:43:40 PM [TRAIN] Iteration 1540 | loss 0.695369 | accuracy 73.364700
2022-06-07 12:43:40,866 [TRAIN] Iteration 1541 | loss 0.695098 | accuracy 73.375488
0607 12:43:40 PM [TRAIN] Iteration 1541 | loss 0.695098 | accuracy 73.375488
2022-06-07 12:43:40,924 [TRAIN] Iteration 1542 | loss 0.694892 | accuracy 73.383022
0607 12:43:40 PM [TRAIN] Iteration 1542 | loss 0.694892 | accuracy 73.383022
2022-06-07 12:43:40,978 [TRAIN] Iteration 1543 | loss 0.694858 | accuracy 73.387307
0607 12:43:40 PM [TRAIN] Iteration 1543 | loss 0.694858 | accuracy 73.387307
2022-06-07 12:43:41,035 [TRAIN] Iteration 1544 | loss 0.694453 | accuracy 73.404532
0607 12:43:41 PM [TRAIN] Iteration 1544 | loss 0.694453 | accuracy 73.404532
2022-06-07 12:43:41,091 [TRAIN] Iteration 1545 | loss 0.694080 | accuracy 73.421735
0607 12:43:41 PM [TRAIN] Iteration 1545 | loss 0.694080 | accuracy 73.421735
2022-06-07 12:43:41,146 [TRAIN] Iteration 1546 | loss 0.693741 | accuracy 73.435684
0607 12:43:41 PM [TRAIN] Iteration 1546 | loss 0.693741 | accuracy 73.435684
2022-06-07 12:43:41,202 [TRAIN] Iteration 1547 | loss 0.693438 | accuracy 73.446384
0607 12:43:41 PM [TRAIN] Iteration 1547 | loss 0.693438 | accuracy 73.446384
2022-06-07 12:43:41,258 [TRAIN] Iteration 1548 | loss 0.693063 | accuracy 73.460299
0607 12:43:41 PM [TRAIN] Iteration 1548 | loss 0.693063 | accuracy 73.460299
2022-06-07 12:43:41,313 [TRAIN] Iteration 1549 | loss 0.693098 | accuracy 73.461292
0607 12:43:41 PM [TRAIN] Iteration 1549 | loss 0.693098 | accuracy 73.461292
2022-06-07 12:43:41,368 [TRAIN] Iteration 1550 | loss 0.692813 | accuracy 73.471955
0607 12:43:41 PM [TRAIN] Iteration 1550 | loss 0.692813 | accuracy 73.471955
2022-06-07 12:43:41,428 [TRAIN] Iteration 1551 | loss 0.692753 | accuracy 73.476161
0607 12:43:41 PM [TRAIN] Iteration 1551 | loss 0.692753 | accuracy 73.476161
2022-06-07 12:43:41,485 [TRAIN] Iteration 1552 | loss 0.692335 | accuracy 73.493241
0607 12:43:41 PM [TRAIN] Iteration 1552 | loss 0.692335 | accuracy 73.493241
2022-06-07 12:43:41,541 [TRAIN] Iteration 1553 | loss 0.692317 | accuracy 73.497428
0607 12:43:41 PM [TRAIN] Iteration 1553 | loss 0.692317 | accuracy 73.497428
2022-06-07 12:43:41,596 [TRAIN] Iteration 1554 | loss 0.691999 | accuracy 73.508040
0607 12:43:41 PM [TRAIN] Iteration 1554 | loss 0.691999 | accuracy 73.508040
2022-06-07 12:43:41,652 [TRAIN] Iteration 1555 | loss 0.692156 | accuracy 73.508999
0607 12:43:41 PM [TRAIN] Iteration 1555 | loss 0.692156 | accuracy 73.508999
2022-06-07 12:43:41,707 [TRAIN] Iteration 1556 | loss 0.691935 | accuracy 73.519591
0607 12:43:41 PM [TRAIN] Iteration 1556 | loss 0.691935 | accuracy 73.519591
2022-06-07 12:43:41,762 [TRAIN] Iteration 1557 | loss 0.691543 | accuracy 73.536587
0607 12:43:41 PM [TRAIN] Iteration 1557 | loss 0.691543 | accuracy 73.536587
2022-06-07 12:43:41,820 [TRAIN] Iteration 1558 | loss 0.691217 | accuracy 73.547147
0607 12:43:41 PM [TRAIN] Iteration 1558 | loss 0.691217 | accuracy 73.547147
2022-06-07 12:43:41,877 [TRAIN] Iteration 1559 | loss 0.690961 | accuracy 73.557694
0607 12:43:41 PM [TRAIN] Iteration 1559 | loss 0.690961 | accuracy 73.557694
2022-06-07 12:43:41,933 [TRAIN] Iteration 1560 | loss 0.690731 | accuracy 73.565024
0607 12:43:41 PM [TRAIN] Iteration 1560 | loss 0.690731 | accuracy 73.565024
2022-06-07 12:43:41,988 [TRAIN] Iteration 1561 | loss 0.690545 | accuracy 73.569144
0607 12:43:41 PM [TRAIN] Iteration 1561 | loss 0.690545 | accuracy 73.569144
2022-06-07 12:43:42,044 [TRAIN] Iteration 1562 | loss 0.690286 | accuracy 73.576457
0607 12:43:42 PM [TRAIN] Iteration 1562 | loss 0.690286 | accuracy 73.576457
2022-06-07 12:43:42,102 [TRAIN] Iteration 1563 | loss 0.689955 | accuracy 73.590155
0607 12:43:42 PM [TRAIN] Iteration 1563 | loss 0.689955 | accuracy 73.590155
2022-06-07 12:43:42,158 [TRAIN] Iteration 1564 | loss 0.689796 | accuracy 73.594251
0607 12:43:42 PM [TRAIN] Iteration 1564 | loss 0.689796 | accuracy 73.594251
2022-06-07 12:43:42,213 [TRAIN] Iteration 1565 | loss 0.689701 | accuracy 73.604727
0607 12:43:42 PM [TRAIN] Iteration 1565 | loss 0.689701 | accuracy 73.604727
2022-06-07 12:43:42,272 [TRAIN] Iteration 1566 | loss 0.689379 | accuracy 73.618381
0607 12:43:42 PM [TRAIN] Iteration 1566 | loss 0.689379 | accuracy 73.618381
2022-06-07 12:43:42,328 [TRAIN] Iteration 1567 | loss 0.689253 | accuracy 73.622451
0607 12:43:42 PM [TRAIN] Iteration 1567 | loss 0.689253 | accuracy 73.622451
2022-06-07 12:43:42,385 [TRAIN] Iteration 1568 | loss 0.689087 | accuracy 73.626515
0607 12:43:42 PM [TRAIN] Iteration 1568 | loss 0.689087 | accuracy 73.626515
2022-06-07 12:43:42,440 [TRAIN] Iteration 1569 | loss 0.688821 | accuracy 73.636944
0607 12:43:42 PM [TRAIN] Iteration 1569 | loss 0.688821 | accuracy 73.636944
2022-06-07 12:43:42,496 [TRAIN] Iteration 1570 | loss 0.688620 | accuracy 73.647360
0607 12:43:42 PM [TRAIN] Iteration 1570 | loss 0.688620 | accuracy 73.647360
2022-06-07 12:43:42,553 [TRAIN] Iteration 1571 | loss 0.688557 | accuracy 73.654582
0607 12:43:42 PM [TRAIN] Iteration 1571 | loss 0.688557 | accuracy 73.654582
2022-06-07 12:43:42,609 [TRAIN] Iteration 1572 | loss 0.688372 | accuracy 73.655437
0607 12:43:42 PM [TRAIN] Iteration 1572 | loss 0.688372 | accuracy 73.655437
2022-06-07 12:43:42,664 [TRAIN] Iteration 1573 | loss 0.688183 | accuracy 73.665821
0607 12:43:42 PM [TRAIN] Iteration 1573 | loss 0.688183 | accuracy 73.665821
2022-06-07 12:43:42,720 [TRAIN] Iteration 1574 | loss 0.687973 | accuracy 73.676192
0607 12:43:42 PM [TRAIN] Iteration 1574 | loss 0.687973 | accuracy 73.676192
2022-06-07 12:43:42,777 [TRAIN] Iteration 1575 | loss 0.687588 | accuracy 73.692895
0607 12:43:42 PM [TRAIN] Iteration 1575 | loss 0.687588 | accuracy 73.692895
2022-06-07 12:43:42,832 [TRAIN] Iteration 1576 | loss 0.687271 | accuracy 73.706406
0607 12:43:42 PM [TRAIN] Iteration 1576 | loss 0.687271 | accuracy 73.706406
2022-06-07 12:43:42,886 [TRAIN] Iteration 1577 | loss 0.687210 | accuracy 73.710395
0607 12:43:42 PM [TRAIN] Iteration 1577 | loss 0.687210 | accuracy 73.710395
2022-06-07 12:43:42,943 [TRAIN] Iteration 1578 | loss 0.686794 | accuracy 73.727044
0607 12:43:42 PM [TRAIN] Iteration 1578 | loss 0.686794 | accuracy 73.727044
2022-06-07 12:43:42,998 [TRAIN] Iteration 1579 | loss 0.686547 | accuracy 73.737343
0607 12:43:42 PM [TRAIN] Iteration 1579 | loss 0.686547 | accuracy 73.737343
2022-06-07 12:43:43,054 [TRAIN] Iteration 1580 | loss 0.686519 | accuracy 73.741305
0607 12:43:43 PM [TRAIN] Iteration 1580 | loss 0.686519 | accuracy 73.741305
2022-06-07 12:43:43,110 [TRAIN] Iteration 1581 | loss 0.686302 | accuracy 73.754743
0607 12:43:43 PM [TRAIN] Iteration 1581 | loss 0.686302 | accuracy 73.754743
2022-06-07 12:43:43,166 [TRAIN] Iteration 1582 | loss 0.686311 | accuracy 73.752371
0607 12:43:43 PM [TRAIN] Iteration 1582 | loss 0.686311 | accuracy 73.752371
2022-06-07 12:43:43,224 [TRAIN] Iteration 1583 | loss 0.686038 | accuracy 73.762628
0607 12:43:43 PM [TRAIN] Iteration 1583 | loss 0.686038 | accuracy 73.762628
2022-06-07 12:43:43,279 [TRAIN] Iteration 1584 | loss 0.685694 | accuracy 73.776027
0607 12:43:43 PM [TRAIN] Iteration 1584 | loss 0.685694 | accuracy 73.776027
2022-06-07 12:43:43,335 [TRAIN] Iteration 1585 | loss 0.685454 | accuracy 73.786256
0607 12:43:43 PM [TRAIN] Iteration 1585 | loss 0.685454 | accuracy 73.786256
2022-06-07 12:43:43,390 [TRAIN] Iteration 1586 | loss 0.685246 | accuracy 73.796473
0607 12:43:43 PM [TRAIN] Iteration 1586 | loss 0.685246 | accuracy 73.796473
2022-06-07 12:43:43,446 [TRAIN] Iteration 1587 | loss 0.685083 | accuracy 73.803528
0607 12:43:43 PM [TRAIN] Iteration 1587 | loss 0.685083 | accuracy 73.803528
2022-06-07 12:43:43,501 [TRAIN] Iteration 1588 | loss 0.684940 | accuracy 73.810574
0607 12:43:43 PM [TRAIN] Iteration 1588 | loss 0.684940 | accuracy 73.810574
2022-06-07 12:43:43,558 [TRAIN] Iteration 1589 | loss 0.685048 | accuracy 73.814467
0607 12:43:43 PM [TRAIN] Iteration 1589 | loss 0.685048 | accuracy 73.814467
2022-06-07 12:43:43,617 [TRAIN] Iteration 1590 | loss 0.684988 | accuracy 73.818355
0607 12:43:43 PM [TRAIN] Iteration 1590 | loss 0.684988 | accuracy 73.818355
2022-06-07 12:43:43,672 [TRAIN] Iteration 1591 | loss 0.684781 | accuracy 73.828519
0607 12:43:43 PM [TRAIN] Iteration 1591 | loss 0.684781 | accuracy 73.828519
2022-06-07 12:43:43,726 [TRAIN] Iteration 1592 | loss 0.684600 | accuracy 73.838671
0607 12:43:43 PM [TRAIN] Iteration 1592 | loss 0.684600 | accuracy 73.838671
2022-06-07 12:43:43,783 [TRAIN] Iteration 1593 | loss 0.684533 | accuracy 73.842536
0607 12:43:43 PM [TRAIN] Iteration 1593 | loss 0.684533 | accuracy 73.842536
2022-06-07 12:43:43,840 [TRAIN] Iteration 1594 | loss 0.684368 | accuracy 73.852666
0607 12:43:43 PM [TRAIN] Iteration 1594 | loss 0.684368 | accuracy 73.852666
2022-06-07 12:43:43,895 [TRAIN] Iteration 1595 | loss 0.684329 | accuracy 73.856518
0607 12:43:43 PM [TRAIN] Iteration 1595 | loss 0.684329 | accuracy 73.856518
2022-06-07 12:43:43,951 [TRAIN] Iteration 1596 | loss 0.684363 | accuracy 73.863496
0607 12:43:43 PM [TRAIN] Iteration 1596 | loss 0.684363 | accuracy 73.863496
2022-06-07 12:43:44,006 [TRAIN] Iteration 1597 | loss 0.684263 | accuracy 73.870465
0607 12:43:44 PM [TRAIN] Iteration 1597 | loss 0.684263 | accuracy 73.870465
2022-06-07 12:43:44,060 [TRAIN] Iteration 1598 | loss 0.683917 | accuracy 73.883679
0607 12:43:44 PM [TRAIN] Iteration 1598 | loss 0.683917 | accuracy 73.883679
2022-06-07 12:43:44,117 [TRAIN] Iteration 1599 | loss 0.683710 | accuracy 73.890627
0607 12:43:44 PM [TRAIN] Iteration 1599 | loss 0.683710 | accuracy 73.890627
2022-06-07 12:43:44,171 [TRAIN] Iteration 1600 | loss 0.683394 | accuracy 73.903812
0607 12:43:44 PM [TRAIN] Iteration 1600 | loss 0.683394 | accuracy 73.903812
2022-06-07 12:43:44,226 [TRAIN] Iteration 1601 | loss 0.683035 | accuracy 73.920102
0607 12:43:44 PM [TRAIN] Iteration 1601 | loss 0.683035 | accuracy 73.920102
2022-06-07 12:43:44,284 [TRAIN] Iteration 1602 | loss 0.682914 | accuracy 73.930133
0607 12:43:44 PM [TRAIN] Iteration 1602 | loss 0.682914 | accuracy 73.930133
2022-06-07 12:43:44,343 [TRAIN] Iteration 1603 | loss 0.682719 | accuracy 73.933917
0607 12:43:44 PM [TRAIN] Iteration 1603 | loss 0.682719 | accuracy 73.933917
2022-06-07 12:43:44,399 [TRAIN] Iteration 1604 | loss 0.682381 | accuracy 73.947042
0607 12:43:44 PM [TRAIN] Iteration 1604 | loss 0.682381 | accuracy 73.947042
2022-06-07 12:43:44,454 [TRAIN] Iteration 1605 | loss 0.682083 | accuracy 73.960151
0607 12:43:44 PM [TRAIN] Iteration 1605 | loss 0.682083 | accuracy 73.960151
2022-06-07 12:43:44,508 [TRAIN] Iteration 1606 | loss 0.681771 | accuracy 73.970132
0607 12:43:44 PM [TRAIN] Iteration 1606 | loss 0.681771 | accuracy 73.970132
2022-06-07 12:43:44,563 [TRAIN] Iteration 1607 | loss 0.681462 | accuracy 73.980101
0607 12:43:44 PM [TRAIN] Iteration 1607 | loss 0.681462 | accuracy 73.980101
2022-06-07 12:43:44,620 [TRAIN] Iteration 1608 | loss 0.681133 | accuracy 73.990058
0607 12:43:44 PM [TRAIN] Iteration 1608 | loss 0.681133 | accuracy 73.990058
2022-06-07 12:43:44,675 [TRAIN] Iteration 1609 | loss 0.681120 | accuracy 73.990685
0607 12:43:44 PM [TRAIN] Iteration 1609 | loss 0.681120 | accuracy 73.990685
2022-06-07 12:43:44,732 [TRAIN] Iteration 1610 | loss 0.680938 | accuracy 74.000622
0607 12:43:44 PM [TRAIN] Iteration 1610 | loss 0.680938 | accuracy 74.000622
2022-06-07 12:43:44,790 [TRAIN] Iteration 1611 | loss 0.680568 | accuracy 74.016751
0607 12:43:44 PM [TRAIN] Iteration 1611 | loss 0.680568 | accuracy 74.016751
2022-06-07 12:43:44,846 [TRAIN] Iteration 1612 | loss 0.680537 | accuracy 74.020460
0607 12:43:44 PM [TRAIN] Iteration 1612 | loss 0.680537 | accuracy 74.020460
2022-06-07 12:43:44,902 [TRAIN] Iteration 1613 | loss 0.680502 | accuracy 74.024165
0607 12:43:44 PM [TRAIN] Iteration 1613 | loss 0.680502 | accuracy 74.024165
2022-06-07 12:43:44,958 [TRAIN] Iteration 1614 | loss 0.680217 | accuracy 74.034057
0607 12:43:44 PM [TRAIN] Iteration 1614 | loss 0.680217 | accuracy 74.034057
2022-06-07 12:43:45,014 [TRAIN] Iteration 1615 | loss 0.679882 | accuracy 74.047031
0607 12:43:45 PM [TRAIN] Iteration 1615 | loss 0.679882 | accuracy 74.047031
2022-06-07 12:43:45,072 [TRAIN] Iteration 1616 | loss 0.679523 | accuracy 74.063081
0607 12:43:45 PM [TRAIN] Iteration 1616 | loss 0.679523 | accuracy 74.063081
2022-06-07 12:43:45,130 [TRAIN] Iteration 1617 | loss 0.679374 | accuracy 74.076021
0607 12:43:45 PM [TRAIN] Iteration 1617 | loss 0.679374 | accuracy 74.076021
2022-06-07 12:43:45,185 [TRAIN] Iteration 1618 | loss 0.679319 | accuracy 74.082769
0607 12:43:45 PM [TRAIN] Iteration 1618 | loss 0.679319 | accuracy 74.082769
2022-06-07 12:43:45,242 [TRAIN] Iteration 1619 | loss 0.679333 | accuracy 74.083335
0607 12:43:45 PM [TRAIN] Iteration 1619 | loss 0.679333 | accuracy 74.083335
2022-06-07 12:43:45,300 [TRAIN] Iteration 1620 | loss 0.679073 | accuracy 74.093154
0607 12:43:45 PM [TRAIN] Iteration 1620 | loss 0.679073 | accuracy 74.093154
2022-06-07 12:43:45,357 [TRAIN] Iteration 1621 | loss 0.678684 | accuracy 74.109126
0607 12:43:45 PM [TRAIN] Iteration 1621 | loss 0.678684 | accuracy 74.109126
2022-06-07 12:43:45,414 [TRAIN] Iteration 1622 | loss 0.678404 | accuracy 74.118917
0607 12:43:45 PM [TRAIN] Iteration 1622 | loss 0.678404 | accuracy 74.118917
2022-06-07 12:43:45,470 [TRAIN] Iteration 1623 | loss 0.678156 | accuracy 74.131775
0607 12:43:45 PM [TRAIN] Iteration 1623 | loss 0.678156 | accuracy 74.131775
2022-06-07 12:43:45,528 [TRAIN] Iteration 1624 | loss 0.677953 | accuracy 74.141540
0607 12:43:45 PM [TRAIN] Iteration 1624 | loss 0.677953 | accuracy 74.141540
2022-06-07 12:43:45,587 [TRAIN] Iteration 1625 | loss 0.677971 | accuracy 74.145143
0607 12:43:45 PM [TRAIN] Iteration 1625 | loss 0.677971 | accuracy 74.145143
2022-06-07 12:43:45,645 [TRAIN] Iteration 1626 | loss 0.677844 | accuracy 74.151815
0607 12:43:45 PM [TRAIN] Iteration 1626 | loss 0.677844 | accuracy 74.151815
2022-06-07 12:43:45,701 [TRAIN] Iteration 1627 | loss 0.677523 | accuracy 74.167692
0607 12:43:45 PM [TRAIN] Iteration 1627 | loss 0.677523 | accuracy 74.167692
2022-06-07 12:43:45,758 [TRAIN] Iteration 1628 | loss 0.677214 | accuracy 74.174342
0607 12:43:45 PM [TRAIN] Iteration 1628 | loss 0.677214 | accuracy 74.174342
2022-06-07 12:43:45,816 [TRAIN] Iteration 1629 | loss 0.676872 | accuracy 74.187118
0607 12:43:45 PM [TRAIN] Iteration 1629 | loss 0.676872 | accuracy 74.187118
2022-06-07 12:43:45,873 [TRAIN] Iteration 1630 | loss 0.676883 | accuracy 74.187617
0607 12:43:45 PM [TRAIN] Iteration 1630 | loss 0.676883 | accuracy 74.187617
2022-06-07 12:43:45,929 [TRAIN] Iteration 1631 | loss 0.676674 | accuracy 74.197306
0607 12:43:45 PM [TRAIN] Iteration 1631 | loss 0.676674 | accuracy 74.197306
2022-06-07 12:43:45,985 [TRAIN] Iteration 1632 | loss 0.676330 | accuracy 74.210045
0607 12:43:45 PM [TRAIN] Iteration 1632 | loss 0.676330 | accuracy 74.210045
2022-06-07 12:43:46,042 [TRAIN] Iteration 1633 | loss 0.676231 | accuracy 74.216648
0607 12:43:46 PM [TRAIN] Iteration 1633 | loss 0.676231 | accuracy 74.216648
2022-06-07 12:43:46,098 [TRAIN] Iteration 1634 | loss 0.676081 | accuracy 74.223243
0607 12:43:46 PM [TRAIN] Iteration 1634 | loss 0.676081 | accuracy 74.223243
2022-06-07 12:43:46,154 [TRAIN] Iteration 1635 | loss 0.675858 | accuracy 74.235943
0607 12:43:46 PM [TRAIN] Iteration 1635 | loss 0.675858 | accuracy 74.235943
2022-06-07 12:43:46,212 [TRAIN] Iteration 1636 | loss 0.675666 | accuracy 74.248627
0607 12:43:46 PM [TRAIN] Iteration 1636 | loss 0.675666 | accuracy 74.248627
2022-06-07 12:43:46,269 [TRAIN] Iteration 1637 | loss 0.675346 | accuracy 74.261296
0607 12:43:46 PM [TRAIN] Iteration 1637 | loss 0.675346 | accuracy 74.261296
2022-06-07 12:43:46,326 [TRAIN] Iteration 1638 | loss 0.675126 | accuracy 74.270899
0607 12:43:46 PM [TRAIN] Iteration 1638 | loss 0.675126 | accuracy 74.270899
2022-06-07 12:43:46,380 [TRAIN] Iteration 1639 | loss 0.674827 | accuracy 74.283538
0607 12:43:46 PM [TRAIN] Iteration 1639 | loss 0.674827 | accuracy 74.283538
2022-06-07 12:43:46,437 [TRAIN] Iteration 1640 | loss 0.674547 | accuracy 74.293116
0607 12:43:46 PM [TRAIN] Iteration 1640 | loss 0.674547 | accuracy 74.293116
2022-06-07 12:43:46,495 [TRAIN] Iteration 1641 | loss 0.674582 | accuracy 74.296591
0607 12:43:46 PM [TRAIN] Iteration 1641 | loss 0.674582 | accuracy 74.296591
2022-06-07 12:43:46,551 [TRAIN] Iteration 1642 | loss 0.674437 | accuracy 74.300063
0607 12:43:46 PM [TRAIN] Iteration 1642 | loss 0.674437 | accuracy 74.300063
2022-06-07 12:43:46,608 [TRAIN] Iteration 1643 | loss 0.674359 | accuracy 74.303530
0607 12:43:46 PM [TRAIN] Iteration 1643 | loss 0.674359 | accuracy 74.303530
2022-06-07 12:43:46,664 [TRAIN] Iteration 1644 | loss 0.674290 | accuracy 74.303953
0607 12:43:46 PM [TRAIN] Iteration 1644 | loss 0.674290 | accuracy 74.303953
2022-06-07 12:43:46,722 [TRAIN] Iteration 1645 | loss 0.674177 | accuracy 74.310451
0607 12:43:46 PM [TRAIN] Iteration 1645 | loss 0.674177 | accuracy 74.310451
2022-06-07 12:43:46,778 [TRAIN] Iteration 1646 | loss 0.673851 | accuracy 74.326049
0607 12:43:46 PM [TRAIN] Iteration 1646 | loss 0.673851 | accuracy 74.326049
2022-06-07 12:43:46,836 [TRAIN] Iteration 1647 | loss 0.673514 | accuracy 74.338594
0607 12:43:46 PM [TRAIN] Iteration 1647 | loss 0.673514 | accuracy 74.338594
2022-06-07 12:43:46,892 [TRAIN] Iteration 1648 | loss 0.673207 | accuracy 74.351124
0607 12:43:46 PM [TRAIN] Iteration 1648 | loss 0.673207 | accuracy 74.351124
2022-06-07 12:43:46,947 [TRAIN] Iteration 1649 | loss 0.673120 | accuracy 74.360608
0607 12:43:46 PM [TRAIN] Iteration 1649 | loss 0.673120 | accuracy 74.360608
2022-06-07 12:43:47,004 [TRAIN] Iteration 1650 | loss 0.672852 | accuracy 74.370080
0607 12:43:47 PM [TRAIN] Iteration 1650 | loss 0.672852 | accuracy 74.370080
2022-06-07 12:43:47,061 [TRAIN] Iteration 1651 | loss 0.672507 | accuracy 74.382568
0607 12:43:47 PM [TRAIN] Iteration 1651 | loss 0.672507 | accuracy 74.382568
2022-06-07 12:43:47,117 [TRAIN] Iteration 1652 | loss 0.672193 | accuracy 74.395041
0607 12:43:47 PM [TRAIN] Iteration 1652 | loss 0.672193 | accuracy 74.395041
2022-06-07 12:43:47,172 [TRAIN] Iteration 1653 | loss 0.672094 | accuracy 74.401453
0607 12:43:47 PM [TRAIN] Iteration 1653 | loss 0.672094 | accuracy 74.401453
2022-06-07 12:43:47,229 [TRAIN] Iteration 1654 | loss 0.671846 | accuracy 74.410878
0607 12:43:47 PM [TRAIN] Iteration 1654 | loss 0.671846 | accuracy 74.410878
2022-06-07 12:43:47,285 [TRAIN] Iteration 1655 | loss 0.671572 | accuracy 74.420292
0607 12:43:47 PM [TRAIN] Iteration 1655 | loss 0.671572 | accuracy 74.420292
2022-06-07 12:43:47,340 [TRAIN] Iteration 1656 | loss 0.671299 | accuracy 74.432711
0607 12:43:47 PM [TRAIN] Iteration 1656 | loss 0.671299 | accuracy 74.432711
2022-06-07 12:43:47,396 [TRAIN] Iteration 1657 | loss 0.670932 | accuracy 74.448132
0607 12:43:47 PM [TRAIN] Iteration 1657 | loss 0.670932 | accuracy 74.448132
2022-06-07 12:43:47,452 [TRAIN] Iteration 1658 | loss 0.670567 | accuracy 74.463534
0607 12:43:47 PM [TRAIN] Iteration 1658 | loss 0.670567 | accuracy 74.463534
2022-06-07 12:43:47,511 [TRAIN] Iteration 1659 | loss 0.670403 | accuracy 74.469881
0607 12:43:47 PM [TRAIN] Iteration 1659 | loss 0.670403 | accuracy 74.469881
2022-06-07 12:43:47,567 [TRAIN] Iteration 1660 | loss 0.670063 | accuracy 74.482241
0607 12:43:47 PM [TRAIN] Iteration 1660 | loss 0.670063 | accuracy 74.482241
2022-06-07 12:43:47,623 [TRAIN] Iteration 1661 | loss 0.669984 | accuracy 74.482553
0607 12:43:47 PM [TRAIN] Iteration 1661 | loss 0.669984 | accuracy 74.482553
2022-06-07 12:43:47,680 [TRAIN] Iteration 1662 | loss 0.669810 | accuracy 74.491884
0607 12:43:47 PM [TRAIN] Iteration 1662 | loss 0.669810 | accuracy 74.491884
2022-06-07 12:43:47,738 [TRAIN] Iteration 1663 | loss 0.669879 | accuracy 74.492189
0607 12:43:47 PM [TRAIN] Iteration 1663 | loss 0.669879 | accuracy 74.492189
2022-06-07 12:43:47,794 [TRAIN] Iteration 1664 | loss 0.669890 | accuracy 74.498500
0607 12:43:47 PM [TRAIN] Iteration 1664 | loss 0.669890 | accuracy 74.498500
2022-06-07 12:43:47,852 [TRAIN] Iteration 1665 | loss 0.669788 | accuracy 74.501802
0607 12:43:47 PM [TRAIN] Iteration 1665 | loss 0.669788 | accuracy 74.501802
2022-06-07 12:43:47,907 [TRAIN] Iteration 1666 | loss 0.669640 | accuracy 74.505101
0607 12:43:47 PM [TRAIN] Iteration 1666 | loss 0.669640 | accuracy 74.505101
2022-06-07 12:43:47,963 [TRAIN] Iteration 1667 | loss 0.669554 | accuracy 74.508395
0607 12:43:47 PM [TRAIN] Iteration 1667 | loss 0.669554 | accuracy 74.508395
2022-06-07 12:43:48,021 [TRAIN] Iteration 1668 | loss 0.669451 | accuracy 74.511685
0607 12:43:48 PM [TRAIN] Iteration 1668 | loss 0.669451 | accuracy 74.511685
2022-06-07 12:43:48,077 [TRAIN] Iteration 1669 | loss 0.669091 | accuracy 74.526948
0607 12:43:48 PM [TRAIN] Iteration 1669 | loss 0.669091 | accuracy 74.526948
2022-06-07 12:43:48,138 [TRAIN] Iteration 1670 | loss 0.669210 | accuracy 74.530223
0607 12:43:48 PM [TRAIN] Iteration 1670 | loss 0.669210 | accuracy 74.530223
2022-06-07 12:43:48,194 [TRAIN] Iteration 1671 | loss 0.668913 | accuracy 74.542466
0607 12:43:48 PM [TRAIN] Iteration 1671 | loss 0.668913 | accuracy 74.542466
2022-06-07 12:43:48,250 [TRAIN] Iteration 1672 | loss 0.668777 | accuracy 74.545728
0607 12:43:48 PM [TRAIN] Iteration 1672 | loss 0.668777 | accuracy 74.545728
2022-06-07 12:43:48,305 [TRAIN] Iteration 1673 | loss 0.668513 | accuracy 74.551973
0607 12:43:48 PM [TRAIN] Iteration 1673 | loss 0.668513 | accuracy 74.551973
2022-06-07 12:43:48,362 [TRAIN] Iteration 1674 | loss 0.668201 | accuracy 74.564181
0607 12:43:48 PM [TRAIN] Iteration 1674 | loss 0.668201 | accuracy 74.564181
2022-06-07 12:43:48,419 [TRAIN] Iteration 1675 | loss 0.668286 | accuracy 74.567424
0607 12:43:48 PM [TRAIN] Iteration 1675 | loss 0.668286 | accuracy 74.567424
2022-06-07 12:43:48,474 [TRAIN] Iteration 1676 | loss 0.668044 | accuracy 74.576627
0607 12:43:48 PM [TRAIN] Iteration 1676 | loss 0.668044 | accuracy 74.576627
2022-06-07 12:43:48,532 [TRAIN] Iteration 1677 | loss 0.667940 | accuracy 74.576879
0607 12:43:48 PM [TRAIN] Iteration 1677 | loss 0.667940 | accuracy 74.576879
2022-06-07 12:43:48,588 [TRAIN] Iteration 1678 | loss 0.667674 | accuracy 74.589043
0607 12:43:48 PM [TRAIN] Iteration 1678 | loss 0.667674 | accuracy 74.589043
2022-06-07 12:43:48,645 [TRAIN] Iteration 1679 | loss 0.667548 | accuracy 74.595240
0607 12:43:48 PM [TRAIN] Iteration 1679 | loss 0.667548 | accuracy 74.595240
2022-06-07 12:43:48,699 [TRAIN] Iteration 1680 | loss 0.667218 | accuracy 74.610353
0607 12:43:48 PM [TRAIN] Iteration 1680 | loss 0.667218 | accuracy 74.610353
2022-06-07 12:43:48,753 [TRAIN] Iteration 1681 | loss 0.667051 | accuracy 74.616530
0607 12:43:48 PM [TRAIN] Iteration 1681 | loss 0.667051 | accuracy 74.616530
2022-06-07 12:43:48,808 [TRAIN] Iteration 1682 | loss 0.666907 | accuracy 74.622699
0607 12:43:48 PM [TRAIN] Iteration 1682 | loss 0.666907 | accuracy 74.622699
