Namespace(K=1, N=5, active_random=0, batch_size=100, batch_size_test=10, cuda=True, dataset='miniImagenet', dataset_root='pretrain', dec_lr=10000, decay_interval=10000, exp_name='minimagenet_N5_S1', iterations=40000, log_interval=20, lr=0.005, metric_network='gnn_iclr_nl', mode='train', momentum=0.5, save_interval=10000, seed=1, test_N_shots=1, test_N_way=5, test_interval=2000, test_samples=10000, train_N_shots=1, train_N_way=5, unlabeled_extra=0)
Batch size: 100
Initiallize new Network Weights for enc_nn
Initiallize new Network Weights for metric_nn
EmbeddingImagenet(
  (conv1): Conv2D(3, 64, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn1): BatchNorm2D(num_features=64, momentum=0.9, epsilon=1e-05)
  (conv2): Conv2D(64, 96, kernel_size=[3, 3], data_format=NCHW)
  (bn2): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
  (conv3): Conv2D(96, 128, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn3): BatchNorm2D(num_features=128, momentum=0.9, epsilon=1e-05)
  (drop_3): Dropout2D(p=0.4, data_format=NCHW)
  (conv4): Conv2D(128, 256, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn4): BatchNorm2D(num_features=256, momentum=0.9, epsilon=1e-05)
  (drop_4): Dropout2D(p=0.5, data_format=NCHW)
  (fc1): Linear(in_features=6400, out_features=128, dtype=float32)
  (bn_fc): BatchNorm1D(num_features=128, momentum=0.9, epsilon=1e-05, data_format=NCL)
)
MetricNN(
  (gnn_obj): GNN_nl(
    (layers): LayerDict(
      (layer_w0): Wcompute(
        (conv2d_1): Conv2D(133, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
      )
      (layer_l0): Gconv(
        (fc): Linear(in_features=266, out_features=48, dtype=float32)
        (bn): BatchNorm1D(num_features=48, momentum=0.9, epsilon=1e-05, data_format=NCL)
      )
      (layer_w1): Wcompute(
        (conv2d_1): Conv2D(181, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
      )
      (layer_l1): Gconv(
        (fc): Linear(in_features=362, out_features=48, dtype=float32)
        (bn): BatchNorm1D(num_features=48, momentum=0.9, epsilon=1e-05, data_format=NCL)
      )
    )
    (w_comp_last): Wcompute(
      (conv2d_1): Conv2D(229, 192, kernel_size=[1, 1], data_format=NCHW)
      (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
      (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
      (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
      (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
      (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
      (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
      (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
      (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
    )
    (layer_last): Gconv(
      (fc): Linear(in_features=458, out_features=5, dtype=float32)
    )
  )
)
Train Iter: 0	Loss_d_metric: 1.823996
Train Iter: 6620	Loss_d_metric: 1.137746
Train Iter: 6640	Loss_d_metric: 1.133967
Train Iter: 6660	Loss_d_metric: 1.152300
Train Iter: 6680	Loss_d_metric: 1.141255
Train Iter: 6700	Loss_d_metric: 1.167252
Train Iter: 6720	Loss_d_metric: 1.130599
Train Iter: 6740	Loss_d_metric: 1.145874
Train Iter: 6760	Loss_d_metric: 1.141926
Train Iter: 6780	Loss_d_metric: 1.161496
Train Iter: 6800	Loss_d_metric: 1.138538
Train Iter: 6820	Loss_d_metric: 1.132977
Train Iter: 6840	Loss_d_metric: 1.153999
Train Iter: 6860	Loss_d_metric: 1.149311
Train Iter: 6880	Loss_d_metric: 1.144167
Train Iter: 6900	Loss_d_metric: 1.138246
Train Iter: 6920	Loss_d_metric: 1.157592
Train Iter: 6940	Loss_d_metric: 1.132577
Train Iter: 6960	Loss_d_metric: 1.130489
Train Iter: 6980	Loss_d_metric: 1.124039
Train Iter: 7000	Loss_d_metric: 1.132461
Train Iter: 7020	Loss_d_metric: 1.156606
Train Iter: 7040	Loss_d_metric: 1.127114
Train Iter: 7060	Loss_d_metric: 1.102523
Train Iter: 7080	Loss_d_metric: 1.153751
Train Iter: 7100	Loss_d_metric: 1.126306
Train Iter: 7120	Loss_d_metric: 1.160526
Train Iter: 7140	Loss_d_metric: 1.161820
Train Iter: 7160	Loss_d_metric: 1.146828
Train Iter: 7180	Loss_d_metric: 1.146541
Train Iter: 7200	Loss_d_metric: 1.129570
Train Iter: 7220	Loss_d_metric: 1.163489
Train Iter: 7240	Loss_d_metric: 1.152538
Train Iter: 7260	Loss_d_metric: 1.123369
Train Iter: 7280	Loss_d_metric: 1.164504
Train Iter: 7300	Loss_d_metric: 1.131050
Train Iter: 7320	Loss_d_metric: 1.138494
Train Iter: 7340	Loss_d_metric: 1.146143
Train Iter: 7360	Loss_d_metric: 1.133727
Train Iter: 7380	Loss_d_metric: 1.124609
Train Iter: 7400	Loss_d_metric: 1.151099
Train Iter: 7420	Loss_d_metric: 1.143217
Train Iter: 7440	Loss_d_metric: 1.127994
Train Iter: 7460	Loss_d_metric: 1.085130
Train Iter: 7480	Loss_d_metric: 1.151837
Train Iter: 7500	Loss_d_metric: 1.145779
Train Iter: 7520	Loss_d_metric: 1.120572
Train Iter: 7540	Loss_d_metric: 1.135868
Train Iter: 7560	Loss_d_metric: 1.110779
Train Iter: 7580	Loss_d_metric: 1.116923
Train Iter: 7600	Loss_d_metric: 1.116298
Train Iter: 7620	Loss_d_metric: 1.134999
Train Iter: 7640	Loss_d_metric: 1.098344
Train Iter: 7660	Loss_d_metric: 1.155594
Train Iter: 7680	Loss_d_metric: 1.115237
Train Iter: 7700	Loss_d_metric: 1.109063
Train Iter: 7720	Loss_d_metric: 1.106708
Train Iter: 7740	Loss_d_metric: 1.107708
Train Iter: 7760	Loss_d_metric: 1.117225
Train Iter: 7780	Loss_d_metric: 1.106406
Train Iter: 7800	Loss_d_metric: 1.164532
Train Iter: 7820	Loss_d_metric: 1.107552
Train Iter: 7840	Loss_d_metric: 1.077074
Train Iter: 7860	Loss_d_metric: 1.109993
Train Iter: 7880	Loss_d_metric: 1.083591
Train Iter: 7900	Loss_d_metric: 1.127285
Train Iter: 7920	Loss_d_metric: 1.109771
Train Iter: 7940	Loss_d_metric: 1.121223
Train Iter: 7960	Loss_d_metric: 1.106155
Train Iter: 7980	Loss_d_metric: 1.077776

**** TESTING WITH val ***
472 correct from 1000 	Accuracy: 47.200%)
914 correct from 2000 	Accuracy: 45.700%)
1375 correct from 3000 	Accuracy: 45.833%)
1822 correct from 4000 	Accuracy: 45.550%)
2293 correct from 5000 	Accuracy: 45.860%)
2741 correct from 6000 	Accuracy: 45.683%)
3200 correct from 7000 	Accuracy: 45.714%)
3686 correct from 8000 	Accuracy: 46.075%)
4139 correct from 9000 	Accuracy: 45.989%)
4595 correct from 10000 	Accuracy: 45.950%)
5044 correct from 11000 	Accuracy: 45.855%)
5495 correct from 12000 	Accuracy: 45.792%)
5947 correct from 13000 	Accuracy: 45.746%)
6424 correct from 14000 	Accuracy: 45.886%)
6902 correct from 15000 	Accuracy: 46.013%)
6902 correct from 15000 	Accuracy: 46.013%)
*** TEST FINISHED ***

Best test accuracy 46.0133 

Train Iter: 8000	Loss_d_metric: 1.115342
Train Iter: 8020	Loss_d_metric: 1.104359
Train Iter: 8040	Loss_d_metric: 1.074752
Train Iter: 8060	Loss_d_metric: 1.109063
Train Iter: 8080	Loss_d_metric: 1.110601
Train Iter: 8100	Loss_d_metric: 1.083464
Train Iter: 8120	Loss_d_metric: 1.108758
Train Iter: 8140	Loss_d_metric: 1.098902
Train Iter: 8160	Loss_d_metric: 1.116181
Train Iter: 8180	Loss_d_metric: 1.108582
Train Iter: 8200	Loss_d_metric: 1.105015
Train Iter: 8220	Loss_d_metric: 1.091352
Train Iter: 8240	Loss_d_metric: 1.089085
Train Iter: 8260	Loss_d_metric: 1.101069
Train Iter: 8280	Loss_d_metric: 1.086172
Train Iter: 8300	Loss_d_metric: 1.092679
Train Iter: 8320	Loss_d_metric: 1.065662
Train Iter: 8340	Loss_d_metric: 1.075446
Train Iter: 8360	Loss_d_metric: 1.074576
Train Iter: 8380	Loss_d_metric: 1.065454
Train Iter: 8400	Loss_d_metric: 1.075606
Train Iter: 8420	Loss_d_metric: 1.131763
Train Iter: 8440	Loss_d_metric: 1.087998
Train Iter: 8460	Loss_d_metric: 1.042701
Train Iter: 8480	Loss_d_metric: 1.101736
Train Iter: 8500	Loss_d_metric: 1.105381
Train Iter: 8520	Loss_d_metric: 1.079392
Train Iter: 8540	Loss_d_metric: 1.096122
Train Iter: 8560	Loss_d_metric: 1.096221
Train Iter: 8580	Loss_d_metric: 1.066098
Train Iter: 8600	Loss_d_metric: 1.086378
Train Iter: 8620	Loss_d_metric: 1.066473
Train Iter: 8640	Loss_d_metric: 1.103659
Train Iter: 8660	Loss_d_metric: 1.072671
Train Iter: 8680	Loss_d_metric: 1.042554
Train Iter: 8700	Loss_d_metric: 1.063161
Train Iter: 8720	Loss_d_metric: 1.091430
Train Iter: 8740	Loss_d_metric: 1.084439
Train Iter: 8760	Loss_d_metric: 1.081345
Train Iter: 8780	Loss_d_metric: 1.076924
Train Iter: 8800	Loss_d_metric: 1.085065
Train Iter: 8820	Loss_d_metric: 1.116368
Train Iter: 8840	Loss_d_metric: 1.053983
Train Iter: 8860	Loss_d_metric: 1.051295
Train Iter: 8880	Loss_d_metric: 1.075561
Train Iter: 8900	Loss_d_metric: 1.065876
Train Iter: 8920	Loss_d_metric: 1.062130
Train Iter: 8940	Loss_d_metric: 1.075036
Train Iter: 8960	Loss_d_metric: 1.037095
Train Iter: 8980	Loss_d_metric: 1.088889
Train Iter: 9000	Loss_d_metric: 1.059480
Train Iter: 9020	Loss_d_metric: 1.030891
Train Iter: 9040	Loss_d_metric: 1.083791
Train Iter: 9060	Loss_d_metric: 1.033595
Train Iter: 9080	Loss_d_metric: 1.090424
Train Iter: 9100	Loss_d_metric: 1.037254
Train Iter: 9120	Loss_d_metric: 1.037462
Train Iter: 9140	Loss_d_metric: 1.075869
Train Iter: 9160	Loss_d_metric: 1.062572
Train Iter: 9180	Loss_d_metric: 1.030147
Train Iter: 9200	Loss_d_metric: 1.051339
Train Iter: 9220	Loss_d_metric: 1.073339
Train Iter: 9240	Loss_d_metric: 1.038869
Train Iter: 9260	Loss_d_metric: 1.054396
Train Iter: 9280	Loss_d_metric: 1.063425
Train Iter: 9300	Loss_d_metric: 1.079057
Train Iter: 9320	Loss_d_metric: 1.046429
Train Iter: 9340	Loss_d_metric: 1.067574
Train Iter: 9360	Loss_d_metric: 1.023693
Train Iter: 9380	Loss_d_metric: 1.035976
Train Iter: 9400	Loss_d_metric: 1.047740
Train Iter: 9420	Loss_d_metric: 1.021307
Train Iter: 9440	Loss_d_metric: 1.052781
Train Iter: 9460	Loss_d_metric: 1.055217
Train Iter: 9480	Loss_d_metric: 1.074920
Train Iter: 9500	Loss_d_metric: 1.062338
Train Iter: 9520	Loss_d_metric: 1.061728
Train Iter: 9540	Loss_d_metric: 1.036089
Train Iter: 9560	Loss_d_metric: 1.041830
Train Iter: 9580	Loss_d_metric: 1.021063
Train Iter: 9600	Loss_d_metric: 1.043321
Train Iter: 9620	Loss_d_metric: 1.019315
Train Iter: 9640	Loss_d_metric: 1.016537
Train Iter: 9660	Loss_d_metric: 1.031692
Train Iter: 9680	Loss_d_metric: 1.050021
Train Iter: 9700	Loss_d_metric: 1.050106
Train Iter: 9720	Loss_d_metric: 1.052251
Train Iter: 9740	Loss_d_metric: 0.994930
Train Iter: 9760	Loss_d_metric: 1.036672
Train Iter: 9780	Loss_d_metric: 1.050871
Train Iter: 9800	Loss_d_metric: 1.037176
Train Iter: 9820	Loss_d_metric: 1.040467
Train Iter: 9840	Loss_d_metric: 1.036085
Train Iter: 9860	Loss_d_metric: 1.046233
Train Iter: 9880	Loss_d_metric: 1.021866
Train Iter: 9900	Loss_d_metric: 1.041901
Train Iter: 9920	Loss_d_metric: 1.047726
Train Iter: 9940	Loss_d_metric: 1.012522
Train Iter: 9960	Loss_d_metric: 1.035542
Train Iter: 9980	Loss_d_metric: 0.996322

**** TESTING WITH val ***
459 correct from 1000 	Accuracy: 45.900%)
940 correct from 2000 	Accuracy: 47.000%)
1447 correct from 3000 	Accuracy: 48.233%)
1908 correct from 4000 	Accuracy: 47.700%)
2385 correct from 5000 	Accuracy: 47.700%)
2856 correct from 6000 	Accuracy: 47.600%)
3339 correct from 7000 	Accuracy: 47.700%)
3828 correct from 8000 	Accuracy: 47.850%)
4304 correct from 9000 	Accuracy: 47.822%)
4774 correct from 10000 	Accuracy: 47.740%)
5278 correct from 11000 	Accuracy: 47.982%)
5755 correct from 12000 	Accuracy: 47.958%)
6248 correct from 13000 	Accuracy: 48.062%)
6743 correct from 14000 	Accuracy: 48.164%)
7227 correct from 15000 	Accuracy: 48.180%)
7227 correct from 15000 	Accuracy: 48.180%)
*** TEST FINISHED ***

Best test accuracy 48.1800 

Train Iter: 10000	Loss_d_metric: 1.018363
Train Iter: 10020	Loss_d_metric: 1.034827
Train Iter: 10040	Loss_d_metric: 1.029003
Train Iter: 10060	Loss_d_metric: 1.043537
Train Iter: 10080	Loss_d_metric: 1.040324
Train Iter: 10100	Loss_d_metric: 1.049635
Train Iter: 10120	Loss_d_metric: 0.996558
Train Iter: 10140	Loss_d_metric: 1.004845
Train Iter: 10160	Loss_d_metric: 1.051763
Train Iter: 10180	Loss_d_metric: 1.042933
Train Iter: 10200	Loss_d_metric: 0.998342
Train Iter: 10220	Loss_d_metric: 1.022277
Train Iter: 10240	Loss_d_metric: 1.018010
Train Iter: 10260	Loss_d_metric: 1.050527
Train Iter: 10280	Loss_d_metric: 1.026892
Train Iter: 10300	Loss_d_metric: 0.989253
Train Iter: 10320	Loss_d_metric: 1.010280
Train Iter: 10340	Loss_d_metric: 1.029689
Train Iter: 10360	Loss_d_metric: 1.038458
Train Iter: 10380	Loss_d_metric: 0.983298
Train Iter: 10400	Loss_d_metric: 1.009009
Train Iter: 10420	Loss_d_metric: 1.023623
Train Iter: 10440	Loss_d_metric: 1.007233
Train Iter: 10460	Loss_d_metric: 1.018589
Train Iter: 10480	Loss_d_metric: 1.017830
Train Iter: 10500	Loss_d_metric: 0.995519
Train Iter: 10520	Loss_d_metric: 1.007721
Train Iter: 10540	Loss_d_metric: 0.985960
Train Iter: 10560	Loss_d_metric: 1.020349
Train Iter: 10580	Loss_d_metric: 1.006548
Train Iter: 10600	Loss_d_metric: 1.002307
Train Iter: 10620	Loss_d_metric: 1.044191
Train Iter: 10640	Loss_d_metric: 1.013775
Train Iter: 10660	Loss_d_metric: 1.035990
Train Iter: 10680	Loss_d_metric: 1.005844
Train Iter: 10700	Loss_d_metric: 1.016345
Train Iter: 10720	Loss_d_metric: 1.023048
Train Iter: 10740	Loss_d_metric: 1.018305
Train Iter: 10760	Loss_d_metric: 1.024440
Train Iter: 10780	Loss_d_metric: 1.040389
Train Iter: 10800	Loss_d_metric: 0.996393
Train Iter: 10820	Loss_d_metric: 0.972126
Train Iter: 10840	Loss_d_metric: 0.969818
Train Iter: 10860	Loss_d_metric: 1.007729
Train Iter: 10880	Loss_d_metric: 0.988269
Train Iter: 10900	Loss_d_metric: 1.028317
Train Iter: 10920	Loss_d_metric: 1.004997
Train Iter: 10940	Loss_d_metric: 0.978822
Train Iter: 10960	Loss_d_metric: 1.009489
Train Iter: 10980	Loss_d_metric: 0.987816
Train Iter: 11000	Loss_d_metric: 1.023349
Train Iter: 11020	Loss_d_metric: 0.998584
Train Iter: 11040	Loss_d_metric: 0.984025
Train Iter: 11060	Loss_d_metric: 1.004717
Train Iter: 11080	Loss_d_metric: 1.014436
Train Iter: 11100	Loss_d_metric: 1.012926
Train Iter: 11120	Loss_d_metric: 0.992324
Train Iter: 11140	Loss_d_metric: 1.004274
Train Iter: 11160	Loss_d_metric: 0.984480
Train Iter: 11180	Loss_d_metric: 1.014127
Train Iter: 11200	Loss_d_metric: 0.986551
Train Iter: 11220	Loss_d_metric: 0.965618
Train Iter: 11240	Loss_d_metric: 1.035050
Train Iter: 11260	Loss_d_metric: 1.001113
Train Iter: 11280	Loss_d_metric: 1.011913
Train Iter: 11300	Loss_d_metric: 0.970874
Train Iter: 11320	Loss_d_metric: 1.013934
Train Iter: 11340	Loss_d_metric: 1.002502
Train Iter: 11360	Loss_d_metric: 0.999093
Train Iter: 11380	Loss_d_metric: 1.007466
Train Iter: 11400	Loss_d_metric: 0.955737
Train Iter: 11420	Loss_d_metric: 0.982556
Train Iter: 11440	Loss_d_metric: 0.995717
Train Iter: 11460	Loss_d_metric: 0.981392
Train Iter: 11480	Loss_d_metric: 0.961277
Train Iter: 11500	Loss_d_metric: 0.987419
Train Iter: 11520	Loss_d_metric: 1.023721
Train Iter: 11540	Loss_d_metric: 1.022924
Train Iter: 11560	Loss_d_metric: 0.987986
Train Iter: 11580	Loss_d_metric: 0.971320
Train Iter: 11600	Loss_d_metric: 0.976264
Train Iter: 11620	Loss_d_metric: 0.981004
Train Iter: 11640	Loss_d_metric: 0.965869
Train Iter: 11660	Loss_d_metric: 0.974596
Train Iter: 11680	Loss_d_metric: 0.974058
Train Iter: 11700	Loss_d_metric: 1.012321
Train Iter: 11720	Loss_d_metric: 1.009620
Train Iter: 11740	Loss_d_metric: 0.975434
Train Iter: 11760	Loss_d_metric: 0.970518
Train Iter: 11780	Loss_d_metric: 0.975616
Train Iter: 11800	Loss_d_metric: 0.953537
Train Iter: 11820	Loss_d_metric: 0.980671
Train Iter: 11840	Loss_d_metric: 0.992191
Train Iter: 11860	Loss_d_metric: 1.001077
Train Iter: 11880	Loss_d_metric: 0.940145
Train Iter: 11900	Loss_d_metric: 0.977394
Train Iter: 11920	Loss_d_metric: 1.017786
Train Iter: 11940	Loss_d_metric: 0.967679
Train Iter: 11960	Loss_d_metric: 0.953045
Train Iter: 11980	Loss_d_metric: 0.967163

**** TESTING WITH val ***
474 correct from 1000 	Accuracy: 47.400%)
964 correct from 2000 	Accuracy: 48.200%)
1407 correct from 3000 	Accuracy: 46.900%)
1854 correct from 4000 	Accuracy: 46.350%)
2319 correct from 5000 	Accuracy: 46.380%)
2816 correct from 6000 	Accuracy: 46.933%)
3275 correct from 7000 	Accuracy: 46.786%)
3723 correct from 8000 	Accuracy: 46.538%)
4208 correct from 9000 	Accuracy: 46.756%)
4690 correct from 10000 	Accuracy: 46.900%)
5184 correct from 11000 	Accuracy: 47.127%)
5691 correct from 12000 	Accuracy: 47.425%)
6168 correct from 13000 	Accuracy: 47.446%)
6644 correct from 14000 	Accuracy: 47.457%)
7132 correct from 15000 	Accuracy: 47.547%)
7132 correct from 15000 	Accuracy: 47.547%)
*** TEST FINISHED ***

Best test accuracy 48.1800 

Train Iter: 12000	Loss_d_metric: 0.966860
Train Iter: 12020	Loss_d_metric: 0.990401
Train Iter: 12040	Loss_d_metric: 0.995518
Train Iter: 12060	Loss_d_metric: 1.004972
Train Iter: 12080	Loss_d_metric: 0.936818
Train Iter: 12100	Loss_d_metric: 0.984325
Train Iter: 12120	Loss_d_metric: 1.006697
Train Iter: 12140	Loss_d_metric: 0.990720
Train Iter: 12160	Loss_d_metric: 0.991979
Train Iter: 12180	Loss_d_metric: 1.001684
Train Iter: 12200	Loss_d_metric: 0.986288
Train Iter: 12220	Loss_d_metric: 0.960192
Train Iter: 12240	Loss_d_metric: 0.984022
Train Iter: 12260	Loss_d_metric: 0.928080
Train Iter: 12280	Loss_d_metric: 0.963873
Train Iter: 12300	Loss_d_metric: 0.985488
Train Iter: 12320	Loss_d_metric: 0.981514
Train Iter: 12340	Loss_d_metric: 0.994072
Train Iter: 12360	Loss_d_metric: 0.944609
Train Iter: 12380	Loss_d_metric: 0.978265
Train Iter: 12400	Loss_d_metric: 0.993922
Train Iter: 12420	Loss_d_metric: 0.964192
Train Iter: 12440	Loss_d_metric: 0.955461
Train Iter: 12460	Loss_d_metric: 0.925802
Train Iter: 12480	Loss_d_metric: 0.959144
Train Iter: 12500	Loss_d_metric: 0.959344
Train Iter: 12520	Loss_d_metric: 0.963292
Train Iter: 12540	Loss_d_metric: 0.959837
Train Iter: 12560	Loss_d_metric: 0.953410
Train Iter: 12580	Loss_d_metric: 0.965924
Train Iter: 12600	Loss_d_metric: 0.961892
Train Iter: 12620	Loss_d_metric: 0.951329
Train Iter: 12640	Loss_d_metric: 0.966915
Train Iter: 12660	Loss_d_metric: 0.982482
Train Iter: 12680	Loss_d_metric: 0.942549
Train Iter: 12700	Loss_d_metric: 0.927168
Train Iter: 12720	Loss_d_metric: 0.948469
Train Iter: 12740	Loss_d_metric: 0.953385
Train Iter: 12760	Loss_d_metric: 0.957962
Train Iter: 12780	Loss_d_metric: 0.940755
Train Iter: 12800	Loss_d_metric: 0.969629
Train Iter: 12820	Loss_d_metric: 0.940909
Train Iter: 12840	Loss_d_metric: 0.953058
Train Iter: 12860	Loss_d_metric: 0.931495
Train Iter: 12880	Loss_d_metric: 0.925909
Train Iter: 12900	Loss_d_metric: 0.941255
Train Iter: 12920	Loss_d_metric: 0.924933
Train Iter: 12940	Loss_d_metric: 0.971507
Train Iter: 12960	Loss_d_metric: 0.934095
Train Iter: 12980	Loss_d_metric: 0.922308
Train Iter: 13000	Loss_d_metric: 0.947876
Train Iter: 13020	Loss_d_metric: 0.966046
Train Iter: 13040	Loss_d_metric: 0.940144
Train Iter: 13060	Loss_d_metric: 0.944034
Train Iter: 13080	Loss_d_metric: 0.963614
Train Iter: 13100	Loss_d_metric: 0.890227
Train Iter: 13120	Loss_d_metric: 0.989650
Train Iter: 13140	Loss_d_metric: 0.913180
Train Iter: 13160	Loss_d_metric: 1.002270
Train Iter: 13180	Loss_d_metric: 0.942198
Train Iter: 13200	Loss_d_metric: 0.954620
Train Iter: 13220	Loss_d_metric: 0.927732
Train Iter: 13240	Loss_d_metric: 0.905880
Train Iter: 13260	Loss_d_metric: 0.958347
Train Iter: 13280	Loss_d_metric: 0.958455
Train Iter: 13300	Loss_d_metric: 0.932076
Train Iter: 13320	Loss_d_metric: 0.928553
Train Iter: 13340	Loss_d_metric: 0.946533
Train Iter: 13360	Loss_d_metric: 0.910837
Train Iter: 13380	Loss_d_metric: 0.914394
Train Iter: 13400	Loss_d_metric: 0.951602
Train Iter: 13420	Loss_d_metric: 0.939887
Train Iter: 13440	Loss_d_metric: 0.927130
Train Iter: 13460	Loss_d_metric: 0.938875
Train Iter: 13480	Loss_d_metric: 0.958182
Train Iter: 13500	Loss_d_metric: 0.944558
Train Iter: 13520	Loss_d_metric: 0.942617
Train Iter: 13540	Loss_d_metric: 0.884992
Train Iter: 13560	Loss_d_metric: 0.931015
Train Iter: 13580	Loss_d_metric: 0.934396
Train Iter: 13600	Loss_d_metric: 0.923655
Train Iter: 13620	Loss_d_metric: 0.934723
Train Iter: 13640	Loss_d_metric: 0.938009
Train Iter: 13660	Loss_d_metric: 0.923652
Train Iter: 13680	Loss_d_metric: 0.935953
Train Iter: 13700	Loss_d_metric: 0.946693
Train Iter: 13720	Loss_d_metric: 0.908301
Train Iter: 13740	Loss_d_metric: 0.954814
Train Iter: 13760	Loss_d_metric: 0.920862
Train Iter: 13780	Loss_d_metric: 0.895450
Train Iter: 13800	Loss_d_metric: 0.929525
Train Iter: 13820	Loss_d_metric: 0.935701
Train Iter: 13840	Loss_d_metric: 0.884351
Train Iter: 13860	Loss_d_metric: 0.933719
Train Iter: 13880	Loss_d_metric: 0.917143
Train Iter: 13900	Loss_d_metric: 0.939112
Train Iter: 13920	Loss_d_metric: 0.942060
Train Iter: 13940	Loss_d_metric: 0.956789
Train Iter: 13960	Loss_d_metric: 0.955920
Train Iter: 13980	Loss_d_metric: 0.909203

**** TESTING WITH val ***
469 correct from 1000 	Accuracy: 46.900%)
974 correct from 2000 	Accuracy: 48.700%)
1482 correct from 3000 	Accuracy: 49.400%)
1982 correct from 4000 	Accuracy: 49.550%)
2489 correct from 5000 	Accuracy: 49.780%)
2959 correct from 6000 	Accuracy: 49.317%)
3458 correct from 7000 	Accuracy: 49.400%)
3965 correct from 8000 	Accuracy: 49.562%)
4490 correct from 9000 	Accuracy: 49.889%)
4982 correct from 10000 	Accuracy: 49.820%)
5472 correct from 11000 	Accuracy: 49.745%)
5954 correct from 12000 	Accuracy: 49.617%)
6452 correct from 13000 	Accuracy: 49.631%)
6944 correct from 14000 	Accuracy: 49.600%)
7436 correct from 15000 	Accuracy: 49.573%)
7436 correct from 15000 	Accuracy: 49.573%)
*** TEST FINISHED ***

Best test accuracy 49.5733 

Train Iter: 14000	Loss_d_metric: 0.947165
Train Iter: 14020	Loss_d_metric: 0.932132
Train Iter: 14040	Loss_d_metric: 0.895077
Train Iter: 14060	Loss_d_metric: 0.919833
Train Iter: 14080	Loss_d_metric: 0.951887
Train Iter: 14100	Loss_d_metric: 0.935357
Train Iter: 14120	Loss_d_metric: 0.902035
Train Iter: 14140	Loss_d_metric: 0.913446
Train Iter: 14160	Loss_d_metric: 0.934749
Train Iter: 14180	Loss_d_metric: 0.926466
Train Iter: 14200	Loss_d_metric: 0.903406
Train Iter: 14220	Loss_d_metric: 0.887013
Train Iter: 14240	Loss_d_metric: 0.941327
Train Iter: 14260	Loss_d_metric: 0.896527
Train Iter: 14280	Loss_d_metric: 0.941104
Train Iter: 14300	Loss_d_metric: 0.900514
Train Iter: 14320	Loss_d_metric: 0.938019
Train Iter: 14340	Loss_d_metric: 0.926753
Train Iter: 14360	Loss_d_metric: 0.908647
Train Iter: 14380	Loss_d_metric: 0.899850
Train Iter: 14400	Loss_d_metric: 0.882061
Train Iter: 14420	Loss_d_metric: 0.919961
Train Iter: 14440	Loss_d_metric: 0.921323
Train Iter: 14460	Loss_d_metric: 0.916469
Train Iter: 14480	Loss_d_metric: 0.890245
Train Iter: 14500	Loss_d_metric: 0.908772
Train Iter: 14520	Loss_d_metric: 0.887641
Train Iter: 14540	Loss_d_metric: 0.907240
Train Iter: 14560	Loss_d_metric: 0.895330
Train Iter: 14580	Loss_d_metric: 0.902670
Train Iter: 14600	Loss_d_metric: 0.929360
Train Iter: 14620	Loss_d_metric: 0.873868
Train Iter: 14640	Loss_d_metric: 0.895358
