Namespace(K=5, N=5, active_random=0, batch_size=40, batch_size_test=10, cuda=True, dataset='miniImagenet', dataset_root='pretrain', dec_lr=10000, decay_interval=10000, exp_name='minimagenet_N5_S5', iterations=90000, log_interval=20, lr=0.001, metric_network='gnn_iclr_nl', mode='train', momentum=0.5, save_interval=10000, seed=1, test_N_shots=5, test_N_way=5, test_interval=2000, test_samples=10000, train_N_shots=5, train_N_way=5, unlabeled_extra=0)
Batch size: 40
Initiallize new Network Weights for enc_nn
Initiallize new Network Weights for metric_nn
EmbeddingImagenet(
  (conv1): Conv2D(3, 64, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn1): BatchNorm2D(num_features=64, momentum=0.9, epsilon=1e-05)
  (conv2): Conv2D(64, 96, kernel_size=[3, 3], data_format=NCHW)
  (bn2): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
  (conv3): Conv2D(96, 128, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn3): BatchNorm2D(num_features=128, momentum=0.9, epsilon=1e-05)
  (drop_3): Dropout2D(p=0.4, data_format=NCHW)
  (conv4): Conv2D(128, 256, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn4): BatchNorm2D(num_features=256, momentum=0.9, epsilon=1e-05)
  (drop_4): Dropout2D(p=0.5, data_format=NCHW)
  (fc1): Linear(in_features=6400, out_features=128, dtype=float32)
  (bn_fc): BatchNorm1D(num_features=128, momentum=0.9, epsilon=1e-05, data_format=NCL)
)
MetricNN(
  (gnn_obj): GNN_nl(
    (layers): LayerDict(
      (layer_w0): Wcompute(
        (conv2d_1): Conv2D(133, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
      )
      (layer_l0): Gconv(
        (fc): Linear(in_features=266, out_features=48, dtype=float32)
        (bn): BatchNorm1D(num_features=48, momentum=0.9, epsilon=1e-05, data_format=NCL)
      )
      (layer_w1): Wcompute(
        (conv2d_1): Conv2D(181, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
      )
      (layer_l1): Gconv(
        (fc): Linear(in_features=362, out_features=48, dtype=float32)
        (bn): BatchNorm1D(num_features=48, momentum=0.9, epsilon=1e-05, data_format=NCL)
      )
    )
    (w_comp_last): Wcompute(
      (conv2d_1): Conv2D(229, 192, kernel_size=[1, 1], data_format=NCHW)
      (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
      (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
      (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
      (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
      (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
      (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
      (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
      (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
    )
    (layer_last): Gconv(
      (fc): Linear(in_features=458, out_features=5, dtype=float32)
    )
  )
)
Train Iter: 0	Loss_d_metric: 2.222953
*** TEST FINISHED ***

Best test accuracy 63.2933 

Train Iter: 20000	Loss_d_metric: 0.730266
Train Iter: 20020	Loss_d_metric: 0.719533
Train Iter: 20040	Loss_d_metric: 0.735761
Train Iter: 20060	Loss_d_metric: 0.705541
Train Iter: 20080	Loss_d_metric: 0.757645
Train Iter: 20100	Loss_d_metric: 0.744470
Train Iter: 20120	Loss_d_metric: 0.712142
Train Iter: 20140	Loss_d_metric: 0.703331
Train Iter: 20160	Loss_d_metric: 0.712935
Train Iter: 20180	Loss_d_metric: 0.703209
Train Iter: 20200	Loss_d_metric: 0.745234
Train Iter: 20220	Loss_d_metric: 0.680051
Train Iter: 20240	Loss_d_metric: 0.736335
Train Iter: 20260	Loss_d_metric: 0.702614
Train Iter: 20280	Loss_d_metric: 0.778403
Train Iter: 20300	Loss_d_metric: 0.701528
Train Iter: 20320	Loss_d_metric: 0.686281
Train Iter: 20340	Loss_d_metric: 0.747252
Train Iter: 20360	Loss_d_metric: 0.751547
Train Iter: 20380	Loss_d_metric: 0.709135
Train Iter: 20400	Loss_d_metric: 0.724531
Train Iter: 20420	Loss_d_metric: 0.727784
Train Iter: 20440	Loss_d_metric: 0.740150
Train Iter: 20460	Loss_d_metric: 0.655876
Train Iter: 20480	Loss_d_metric: 0.735052
Train Iter: 20500	Loss_d_metric: 0.726847
Train Iter: 20520	Loss_d_metric: 0.723904
Train Iter: 20540	Loss_d_metric: 0.700446
Train Iter: 20560	Loss_d_metric: 0.739960
Train Iter: 20580	Loss_d_metric: 0.715503
Train Iter: 20600	Loss_d_metric: 0.689447
Train Iter: 20620	Loss_d_metric: 0.741216
Train Iter: 20640	Loss_d_metric: 0.694688
Train Iter: 20660	Loss_d_metric: 0.727406
Train Iter: 20680	Loss_d_metric: 0.742004
Train Iter: 20700	Loss_d_metric: 0.698375
Train Iter: 20720	Loss_d_metric: 0.715112
Train Iter: 20740	Loss_d_metric: 0.708141
Train Iter: 20760	Loss_d_metric: 0.708003
Train Iter: 20780	Loss_d_metric: 0.667835
Train Iter: 20800	Loss_d_metric: 0.776374
Train Iter: 20820	Loss_d_metric: 0.698850
Train Iter: 20840	Loss_d_metric: 0.700110
Train Iter: 20860	Loss_d_metric: 0.742679
Train Iter: 20880	Loss_d_metric: 0.762561
Train Iter: 20900	Loss_d_metric: 0.741860
Train Iter: 20920	Loss_d_metric: 0.726394
Train Iter: 20940	Loss_d_metric: 0.703822
Train Iter: 20960	Loss_d_metric: 0.716112
Train Iter: 20980	Loss_d_metric: 0.736926
Train Iter: 21000	Loss_d_metric: 0.711634
Train Iter: 21020	Loss_d_metric: 0.697556
Train Iter: 21040	Loss_d_metric: 0.701616
Train Iter: 21060	Loss_d_metric: 0.754513
Train Iter: 21080	Loss_d_metric: 0.748177
Train Iter: 21100	Loss_d_metric: 0.658641
Train Iter: 21120	Loss_d_metric: 0.696796
Train Iter: 21140	Loss_d_metric: 0.666286
Train Iter: 21160	Loss_d_metric: 0.743916
Train Iter: 21180	Loss_d_metric: 0.714506
Train Iter: 21200	Loss_d_metric: 0.711022
Train Iter: 21220	Loss_d_metric: 0.719297
Train Iter: 21240	Loss_d_metric: 0.673149
Train Iter: 21260	Loss_d_metric: 0.695628
Train Iter: 21280	Loss_d_metric: 0.733195
Train Iter: 21300	Loss_d_metric: 0.766009
Train Iter: 21320	Loss_d_metric: 0.711236
Train Iter: 21340	Loss_d_metric: 0.653005
Train Iter: 21360	Loss_d_metric: 0.710863
Train Iter: 21380	Loss_d_metric: 0.737101
Train Iter: 21400	Loss_d_metric: 0.730273
Train Iter: 21420	Loss_d_metric: 0.704419
Train Iter: 21440	Loss_d_metric: 0.724994
Train Iter: 21460	Loss_d_metric: 0.703855
Train Iter: 21480	Loss_d_metric: 0.707099
Train Iter: 21500	Loss_d_metric: 0.718236
Train Iter: 21520	Loss_d_metric: 0.690215
Train Iter: 21540	Loss_d_metric: 0.705417
Train Iter: 21560	Loss_d_metric: 0.701133
Train Iter: 21580	Loss_d_metric: 0.711667
Train Iter: 21600	Loss_d_metric: 0.750019
Train Iter: 21620	Loss_d_metric: 0.752158
Train Iter: 21640	Loss_d_metric: 0.658036
Train Iter: 21660	Loss_d_metric: 0.663453
Train Iter: 21680	Loss_d_metric: 0.705504
Train Iter: 21700	Loss_d_metric: 0.681923
Train Iter: 21720	Loss_d_metric: 0.691679
Train Iter: 21740	Loss_d_metric: 0.714227
Train Iter: 21760	Loss_d_metric: 0.651527
Train Iter: 21780	Loss_d_metric: 0.689350
Train Iter: 21800	Loss_d_metric: 0.673609
Train Iter: 21820	Loss_d_metric: 0.739945
Train Iter: 21840	Loss_d_metric: 0.720562
Train Iter: 21860	Loss_d_metric: 0.664404
Train Iter: 21880	Loss_d_metric: 0.673324
Train Iter: 21900	Loss_d_metric: 0.705343
Train Iter: 21920	Loss_d_metric: 0.662556
Train Iter: 21940	Loss_d_metric: 0.735039
Train Iter: 21960	Loss_d_metric: 0.681177
Train Iter: 21980	Loss_d_metric: 0.669902

**** TESTING WITH val ***
657 correct from 1000 	Accuracy: 65.700%)
1288 correct from 2000 	Accuracy: 64.400%)
1943 correct from 3000 	Accuracy: 64.767%)
2559 correct from 4000 	Accuracy: 63.975%)
3173 correct from 5000 	Accuracy: 63.460%)
3777 correct from 6000 	Accuracy: 62.950%)
4405 correct from 7000 	Accuracy: 62.929%)
4987 correct from 8000 	Accuracy: 62.337%)
5624 correct from 9000 	Accuracy: 62.489%)
6239 correct from 10000 	Accuracy: 62.390%)
6885 correct from 11000 	Accuracy: 62.591%)
7511 correct from 12000 	Accuracy: 62.592%)
8166 correct from 13000 	Accuracy: 62.815%)
8765 correct from 14000 	Accuracy: 62.607%)
9370 correct from 15000 	Accuracy: 62.467%)
9370 correct from 15000 	Accuracy: 62.467%)
*** TEST FINISHED ***

Best test accuracy 63.2933 

Train Iter: 22000	Loss_d_metric: 0.665766
Train Iter: 22020	Loss_d_metric: 0.701331
Train Iter: 22040	Loss_d_metric: 0.713607
Train Iter: 22060	Loss_d_metric: 0.700546
Train Iter: 22080	Loss_d_metric: 0.685269
Train Iter: 22100	Loss_d_metric: 0.717096
Train Iter: 22120	Loss_d_metric: 0.675116
Train Iter: 22140	Loss_d_metric: 0.721035
Train Iter: 22160	Loss_d_metric: 0.754891
Train Iter: 22180	Loss_d_metric: 0.713874
Train Iter: 22200	Loss_d_metric: 0.688431
Train Iter: 22220	Loss_d_metric: 0.696507
Train Iter: 22240	Loss_d_metric: 0.710998
Train Iter: 22260	Loss_d_metric: 0.567021
Train Iter: 22280	Loss_d_metric: 0.713528
Train Iter: 22300	Loss_d_metric: 0.713537
Train Iter: 22320	Loss_d_metric: 0.714379
Train Iter: 22340	Loss_d_metric: 0.652086
Train Iter: 22360	Loss_d_metric: 0.700690
Train Iter: 22380	Loss_d_metric: 0.703769
Train Iter: 22400	Loss_d_metric: 0.714340
Train Iter: 22420	Loss_d_metric: 0.673294
Train Iter: 22440	Loss_d_metric: 0.690309
Train Iter: 22460	Loss_d_metric: 0.708653
Train Iter: 22480	Loss_d_metric: 0.637085
Train Iter: 22500	Loss_d_metric: 0.730874
Train Iter: 22520	Loss_d_metric: 0.706305
Train Iter: 22540	Loss_d_metric: 0.665582
Train Iter: 22560	Loss_d_metric: 0.637914
Train Iter: 22580	Loss_d_metric: 0.715336
Train Iter: 22600	Loss_d_metric: 0.778347
Train Iter: 22620	Loss_d_metric: 0.706443
Train Iter: 22640	Loss_d_metric: 0.658193
Train Iter: 22660	Loss_d_metric: 0.713717
Train Iter: 22680	Loss_d_metric: 0.671101
Train Iter: 22700	Loss_d_metric: 0.732393
Train Iter: 22720	Loss_d_metric: 0.675827
Train Iter: 22740	Loss_d_metric: 0.657110
Train Iter: 22760	Loss_d_metric: 0.689052
Train Iter: 22780	Loss_d_metric: 0.625350
Train Iter: 22800	Loss_d_metric: 0.689157
Train Iter: 22820	Loss_d_metric: 0.694297
Train Iter: 22840	Loss_d_metric: 0.696768
Train Iter: 22860	Loss_d_metric: 0.723020
Train Iter: 22880	Loss_d_metric: 0.686300
Train Iter: 22900	Loss_d_metric: 0.711359
Train Iter: 22920	Loss_d_metric: 0.670582
Train Iter: 22940	Loss_d_metric: 0.690208
Train Iter: 22960	Loss_d_metric: 0.682328
Train Iter: 22980	Loss_d_metric: 0.654623
Train Iter: 23000	Loss_d_metric: 0.685984
Train Iter: 23020	Loss_d_metric: 0.653544
Train Iter: 23040	Loss_d_metric: 0.693553
Train Iter: 23060	Loss_d_metric: 0.711127
Train Iter: 23080	Loss_d_metric: 0.676301
Train Iter: 23100	Loss_d_metric: 0.685022
Train Iter: 23120	Loss_d_metric: 0.745896
Train Iter: 23140	Loss_d_metric: 0.672338
Train Iter: 23160	Loss_d_metric: 0.713321
Train Iter: 23180	Loss_d_metric: 0.700385
Train Iter: 23200	Loss_d_metric: 0.734936
Train Iter: 23220	Loss_d_metric: 0.729113
Train Iter: 23240	Loss_d_metric: 0.712775
Train Iter: 23260	Loss_d_metric: 0.674492
Train Iter: 23280	Loss_d_metric: 0.760383
Train Iter: 23300	Loss_d_metric: 0.660485
Train Iter: 23320	Loss_d_metric: 0.652657
Train Iter: 23340	Loss_d_metric: 0.646793
Train Iter: 23360	Loss_d_metric: 0.739715
Train Iter: 23380	Loss_d_metric: 0.711027
Train Iter: 23400	Loss_d_metric: 0.604724
Train Iter: 23420	Loss_d_metric: 0.705335
Train Iter: 23440	Loss_d_metric: 0.743797
Train Iter: 23460	Loss_d_metric: 0.636251
Train Iter: 23480	Loss_d_metric: 0.707434
Train Iter: 23500	Loss_d_metric: 0.638183
Train Iter: 23520	Loss_d_metric: 0.707719
Train Iter: 23540	Loss_d_metric: 0.682678
Train Iter: 23560	Loss_d_metric: 0.669623
Train Iter: 23580	Loss_d_metric: 0.656218
Train Iter: 23600	Loss_d_metric: 0.700390
Train Iter: 23620	Loss_d_metric: 0.681372
Train Iter: 23640	Loss_d_metric: 0.708202
Train Iter: 23660	Loss_d_metric: 0.703126
Train Iter: 23680	Loss_d_metric: 0.695258
Train Iter: 23700	Loss_d_metric: 0.651129
Train Iter: 23720	Loss_d_metric: 0.660307
Train Iter: 23740	Loss_d_metric: 0.710854
Train Iter: 23760	Loss_d_metric: 0.653456
Train Iter: 23780	Loss_d_metric: 0.685958
Train Iter: 23800	Loss_d_metric: 0.648642
Train Iter: 23820	Loss_d_metric: 0.651914
Train Iter: 23840	Loss_d_metric: 0.718735
Train Iter: 23860	Loss_d_metric: 0.650186
Train Iter: 23880	Loss_d_metric: 0.733073
Train Iter: 23900	Loss_d_metric: 0.680757
Train Iter: 23920	Loss_d_metric: 0.682376
Train Iter: 23940	Loss_d_metric: 0.622688
Train Iter: 23960	Loss_d_metric: 0.649824
Train Iter: 23980	Loss_d_metric: 0.683728

**** TESTING WITH val ***
623 correct from 1000 	Accuracy: 62.300%)
1248 correct from 2000 	Accuracy: 62.400%)
1872 correct from 3000 	Accuracy: 62.400%)
2492 correct from 4000 	Accuracy: 62.300%)
3101 correct from 5000 	Accuracy: 62.020%)
3723 correct from 6000 	Accuracy: 62.050%)
4327 correct from 7000 	Accuracy: 61.814%)
4963 correct from 8000 	Accuracy: 62.038%)
5550 correct from 9000 	Accuracy: 61.667%)
6164 correct from 10000 	Accuracy: 61.640%)
6819 correct from 11000 	Accuracy: 61.991%)
7451 correct from 12000 	Accuracy: 62.092%)
8110 correct from 13000 	Accuracy: 62.385%)
8747 correct from 14000 	Accuracy: 62.479%)
9384 correct from 15000 	Accuracy: 62.560%)
9384 correct from 15000 	Accuracy: 62.560%)
*** TEST FINISHED ***

Best test accuracy 63.2933 

Train Iter: 24000	Loss_d_metric: 0.679835
Train Iter: 24020	Loss_d_metric: 0.645690
Train Iter: 24040	Loss_d_metric: 0.673073
Train Iter: 24060	Loss_d_metric: 0.659049
Train Iter: 24080	Loss_d_metric: 0.624002
Train Iter: 24100	Loss_d_metric: 0.636121
Train Iter: 24120	Loss_d_metric: 0.689735
Train Iter: 24140	Loss_d_metric: 0.700311
Train Iter: 24160	Loss_d_metric: 0.628862
Train Iter: 24180	Loss_d_metric: 0.707173
Train Iter: 24200	Loss_d_metric: 0.668709
Train Iter: 24220	Loss_d_metric: 0.642758
Train Iter: 24240	Loss_d_metric: 0.706865
Train Iter: 24260	Loss_d_metric: 0.652505
Train Iter: 24280	Loss_d_metric: 0.624172
Train Iter: 24300	Loss_d_metric: 0.708252
Train Iter: 24320	Loss_d_metric: 0.698761
Train Iter: 24340	Loss_d_metric: 0.675557
Train Iter: 24360	Loss_d_metric: 0.653790
Train Iter: 24380	Loss_d_metric: 0.618718
Train Iter: 24400	Loss_d_metric: 0.733148
Train Iter: 24420	Loss_d_metric: 0.694446
Train Iter: 24440	Loss_d_metric: 0.709521
Train Iter: 24460	Loss_d_metric: 0.678396
Train Iter: 24480	Loss_d_metric: 0.640489
Train Iter: 24500	Loss_d_metric: 0.708023
Train Iter: 24520	Loss_d_metric: 0.698348
Train Iter: 24540	Loss_d_metric: 0.676494
Train Iter: 24560	Loss_d_metric: 0.701488
Train Iter: 24580	Loss_d_metric: 0.658884
Train Iter: 24600	Loss_d_metric: 0.614927
Train Iter: 24620	Loss_d_metric: 0.668445
Train Iter: 24640	Loss_d_metric: 0.720439
Train Iter: 24660	Loss_d_metric: 0.681215
Train Iter: 24680	Loss_d_metric: 0.661193
Train Iter: 24700	Loss_d_metric: 0.652143
Train Iter: 24720	Loss_d_metric: 0.719649
Train Iter: 24740	Loss_d_metric: 0.628274
Train Iter: 24760	Loss_d_metric: 0.661565
Train Iter: 24780	Loss_d_metric: 0.664859
Train Iter: 24800	Loss_d_metric: 0.648496
Train Iter: 24820	Loss_d_metric: 0.679867
Train Iter: 24840	Loss_d_metric: 0.610471
Train Iter: 24860	Loss_d_metric: 0.662347
Train Iter: 24880	Loss_d_metric: 0.697618
Train Iter: 24900	Loss_d_metric: 0.664030
Train Iter: 24920	Loss_d_metric: 0.681703
Train Iter: 24940	Loss_d_metric: 0.658450
Train Iter: 24960	Loss_d_metric: 0.637087
Train Iter: 24980	Loss_d_metric: 0.659318
Train Iter: 25000	Loss_d_metric: 0.667987
Train Iter: 25020	Loss_d_metric: 0.677110
Train Iter: 25040	Loss_d_metric: 0.636478
Train Iter: 25060	Loss_d_metric: 0.664545
Train Iter: 25080	Loss_d_metric: 0.676284
Train Iter: 25100	Loss_d_metric: 0.668244
Train Iter: 25120	Loss_d_metric: 0.669221
Train Iter: 25140	Loss_d_metric: 0.708690
Train Iter: 25160	Loss_d_metric: 0.655519
Train Iter: 25180	Loss_d_metric: 0.636096
Train Iter: 25200	Loss_d_metric: 0.581710
Train Iter: 25220	Loss_d_metric: 0.677085
Train Iter: 25240	Loss_d_metric: 0.666770
Train Iter: 25260	Loss_d_metric: 0.692891
Train Iter: 25280	Loss_d_metric: 0.642387
Train Iter: 25300	Loss_d_metric: 0.715159
Train Iter: 25320	Loss_d_metric: 0.677540
Train Iter: 25340	Loss_d_metric: 0.649989
Train Iter: 25360	Loss_d_metric: 0.656196
Train Iter: 25380	Loss_d_metric: 0.636556
Train Iter: 25400	Loss_d_metric: 0.651580
Train Iter: 25420	Loss_d_metric: 0.646277
Train Iter: 25440	Loss_d_metric: 0.660304
Train Iter: 25460	Loss_d_metric: 0.634499
Train Iter: 25480	Loss_d_metric: 0.638292
Train Iter: 25500	Loss_d_metric: 0.622647
Train Iter: 25520	Loss_d_metric: 0.705930
Train Iter: 25540	Loss_d_metric: 0.640804
Train Iter: 25560	Loss_d_metric: 0.659185
Train Iter: 25580	Loss_d_metric: 0.662864
Train Iter: 25600	Loss_d_metric: 0.660861
Train Iter: 25620	Loss_d_metric: 0.649849
Train Iter: 25640	Loss_d_metric: 0.672454
Train Iter: 25660	Loss_d_metric: 0.660173
Train Iter: 25680	Loss_d_metric: 0.623595
Train Iter: 25700	Loss_d_metric: 0.601247
Train Iter: 25720	Loss_d_metric: 0.629367
Train Iter: 25740	Loss_d_metric: 0.620480
Train Iter: 25760	Loss_d_metric: 0.696646
Train Iter: 25780	Loss_d_metric: 0.631295
Train Iter: 25800	Loss_d_metric: 0.652253
Train Iter: 25820	Loss_d_metric: 0.630568
Train Iter: 25840	Loss_d_metric: 0.658378
Train Iter: 25860	Loss_d_metric: 0.661919
Train Iter: 25880	Loss_d_metric: 0.657980
Train Iter: 25900	Loss_d_metric: 0.658016
Train Iter: 25920	Loss_d_metric: 0.665302
Train Iter: 25940	Loss_d_metric: 0.648647
Train Iter: 25960	Loss_d_metric: 0.645098
Train Iter: 25980	Loss_d_metric: 0.662466

**** TESTING WITH val ***
634 correct from 1000 	Accuracy: 63.400%)
1293 correct from 2000 	Accuracy: 64.650%)
1909 correct from 3000 	Accuracy: 63.633%)
2555 correct from 4000 	Accuracy: 63.875%)
3170 correct from 5000 	Accuracy: 63.400%)
3810 correct from 6000 	Accuracy: 63.500%)
4455 correct from 7000 	Accuracy: 63.643%)
5108 correct from 8000 	Accuracy: 63.850%)
5767 correct from 9000 	Accuracy: 64.078%)
6444 correct from 10000 	Accuracy: 64.440%)
7064 correct from 11000 	Accuracy: 64.218%)
7683 correct from 12000 	Accuracy: 64.025%)
8355 correct from 13000 	Accuracy: 64.269%)
8988 correct from 14000 	Accuracy: 64.200%)
9626 correct from 15000 	Accuracy: 64.173%)
9626 correct from 15000 	Accuracy: 64.173%)
*** TEST FINISHED ***

Best test accuracy 64.1733 

Train Iter: 26000	Loss_d_metric: 0.659982
Train Iter: 26020	Loss_d_metric: 0.637725
Train Iter: 26040	Loss_d_metric: 0.684434
Train Iter: 26060	Loss_d_metric: 0.678033
Train Iter: 26080	Loss_d_metric: 0.699258
Train Iter: 26100	Loss_d_metric: 0.694343
Train Iter: 26120	Loss_d_metric: 0.632977
Train Iter: 26140	Loss_d_metric: 0.651823
Train Iter: 26160	Loss_d_metric: 0.624441
Train Iter: 26180	Loss_d_metric: 0.606466
Train Iter: 26200	Loss_d_metric: 0.609708
Train Iter: 26220	Loss_d_metric: 0.689506
Train Iter: 26240	Loss_d_metric: 0.597991
Train Iter: 26260	Loss_d_metric: 0.705127
Train Iter: 26280	Loss_d_metric: 0.690222
Train Iter: 26300	Loss_d_metric: 0.644235
Train Iter: 26320	Loss_d_metric: 0.601683
Train Iter: 26340	Loss_d_metric: 0.634624
Train Iter: 26360	Loss_d_metric: 0.636747
Train Iter: 26380	Loss_d_metric: 0.676308
Train Iter: 26400	Loss_d_metric: 0.639915
Train Iter: 26420	Loss_d_metric: 0.645754
Train Iter: 26440	Loss_d_metric: 0.624919
Train Iter: 26460	Loss_d_metric: 0.649026
Train Iter: 26480	Loss_d_metric: 0.612043
Train Iter: 26500	Loss_d_metric: 0.666392
Train Iter: 26520	Loss_d_metric: 0.620321
Train Iter: 26540	Loss_d_metric: 0.648370
Train Iter: 26560	Loss_d_metric: 0.654516
Train Iter: 26580	Loss_d_metric: 0.631111
Train Iter: 26600	Loss_d_metric: 0.616004
Train Iter: 26620	Loss_d_metric: 0.657405
Train Iter: 26640	Loss_d_metric: 0.653433
Train Iter: 26660	Loss_d_metric: 0.690148
Train Iter: 26680	Loss_d_metric: 0.653997
Train Iter: 26700	Loss_d_metric: 0.611981
Train Iter: 26720	Loss_d_metric: 0.661767
Train Iter: 26740	Loss_d_metric: 0.623800
Train Iter: 26760	Loss_d_metric: 0.612649
Train Iter: 26780	Loss_d_metric: 0.632240
Train Iter: 26800	Loss_d_metric: 0.674922
Train Iter: 26820	Loss_d_metric: 0.642594
Train Iter: 26840	Loss_d_metric: 0.624135
Train Iter: 26860	Loss_d_metric: 0.655116
Train Iter: 26880	Loss_d_metric: 0.635756
Train Iter: 26900	Loss_d_metric: 0.675735
Train Iter: 26920	Loss_d_metric: 0.607264
Train Iter: 26940	Loss_d_metric: 0.647194
Train Iter: 26960	Loss_d_metric: 0.711026
Train Iter: 26980	Loss_d_metric: 0.717112
Train Iter: 27000	Loss_d_metric: 0.650183
Train Iter: 27020	Loss_d_metric: 0.660726
Train Iter: 27040	Loss_d_metric: 0.694252
Train Iter: 27060	Loss_d_metric: 0.668738
Train Iter: 27080	Loss_d_metric: 0.652381
Train Iter: 27100	Loss_d_metric: 0.627519
Train Iter: 27120	Loss_d_metric: 0.679513
Train Iter: 27140	Loss_d_metric: 0.625845
Train Iter: 27160	Loss_d_metric: 0.583744
Train Iter: 27180	Loss_d_metric: 0.616995
Train Iter: 27200	Loss_d_metric: 0.617445
Train Iter: 27220	Loss_d_metric: 0.668326
Train Iter: 27240	Loss_d_metric: 0.640240
Train Iter: 27260	Loss_d_metric: 0.642140
Train Iter: 27280	Loss_d_metric: 0.604822
Train Iter: 27300	Loss_d_metric: 0.640368
Train Iter: 27320	Loss_d_metric: 0.668209
Train Iter: 27340	Loss_d_metric: 0.608966
Train Iter: 27360	Loss_d_metric: 0.691058
Train Iter: 27380	Loss_d_metric: 0.663450
Train Iter: 27400	Loss_d_metric: 0.587199
Train Iter: 27420	Loss_d_metric: 0.622529
Train Iter: 27440	Loss_d_metric: 0.619674
Train Iter: 27460	Loss_d_metric: 0.605614
Train Iter: 27480	Loss_d_metric: 0.687754
Train Iter: 27500	Loss_d_metric: 0.659210
Train Iter: 27520	Loss_d_metric: 0.641489
Train Iter: 27540	Loss_d_metric: 0.643161
Train Iter: 27560	Loss_d_metric: 0.614182
Train Iter: 27580	Loss_d_metric: 0.622293
Train Iter: 27600	Loss_d_metric: 0.619032
Train Iter: 27620	Loss_d_metric: 0.628518
Train Iter: 27640	Loss_d_metric: 0.641362
Train Iter: 27660	Loss_d_metric: 0.641764
Train Iter: 27680	Loss_d_metric: 0.633843
Train Iter: 27700	Loss_d_metric: 0.643769
Train Iter: 27720	Loss_d_metric: 0.657217
Train Iter: 27740	Loss_d_metric: 0.646018
Train Iter: 27760	Loss_d_metric: 0.608088
Train Iter: 27780	Loss_d_metric: 0.614758
Train Iter: 27800	Loss_d_metric: 0.659606
Train Iter: 27820	Loss_d_metric: 0.613357
Train Iter: 27840	Loss_d_metric: 0.569733
Train Iter: 27860	Loss_d_metric: 0.611499
Train Iter: 27880	Loss_d_metric: 0.658923
Train Iter: 27900	Loss_d_metric: 0.628829
Train Iter: 27920	Loss_d_metric: 0.686565
Train Iter: 27940	Loss_d_metric: 0.661285
Train Iter: 27960	Loss_d_metric: 0.624423
Train Iter: 27980	Loss_d_metric: 0.690463

**** TESTING WITH val ***
636 correct from 1000 	Accuracy: 63.600%)
1281 correct from 2000 	Accuracy: 64.050%)
1936 correct from 3000 	Accuracy: 64.533%)
2559 correct from 4000 	Accuracy: 63.975%)
3189 correct from 5000 	Accuracy: 63.780%)
3846 correct from 6000 	Accuracy: 64.100%)
4485 correct from 7000 	Accuracy: 64.071%)
5119 correct from 8000 	Accuracy: 63.987%)
5712 correct from 9000 	Accuracy: 63.467%)
6353 correct from 10000 	Accuracy: 63.530%)
7025 correct from 11000 	Accuracy: 63.864%)
7671 correct from 12000 	Accuracy: 63.925%)
8280 correct from 13000 	Accuracy: 63.692%)
8916 correct from 14000 	Accuracy: 63.686%)
9551 correct from 15000 	Accuracy: 63.673%)
9551 correct from 15000 	Accuracy: 63.673%)
*** TEST FINISHED ***

Best test accuracy 64.1733 

Train Iter: 28000	Loss_d_metric: 0.723101
