2022-06-07 12:12:20,778 [TRAIN] Iteration 0 | loss 1.707965 | accuracy 25.000000
2022-06-07 12:13:19,570 [TRAIN] Iteration 1812 | loss 1.039066 | accuracy 60.774960
0607 12:13:19 PM [TRAIN] Iteration 1812 | loss 1.039066 | accuracy 60.774960
2022-06-07 12:13:19,604 [TRAIN] Iteration 1813 | loss 1.038751 | accuracy 60.791071
0607 12:13:19 PM [TRAIN] Iteration 1813 | loss 1.038751 | accuracy 60.791071
2022-06-07 12:13:19,643 [TRAIN] Iteration 1814 | loss 1.038688 | accuracy 60.793390
0607 12:13:19 PM [TRAIN] Iteration 1814 | loss 1.038688 | accuracy 60.793390
2022-06-07 12:13:19,674 [TRAIN] Iteration 1815 | loss 1.038322 | accuracy 60.809473
0607 12:13:19 PM [TRAIN] Iteration 1815 | loss 1.038322 | accuracy 60.809473
2022-06-07 12:13:19,704 [TRAIN] Iteration 1816 | loss 1.038070 | accuracy 60.820035
0607 12:13:19 PM [TRAIN] Iteration 1816 | loss 1.038070 | accuracy 60.820035
2022-06-07 12:13:19,735 [TRAIN] Iteration 1817 | loss 1.037818 | accuracy 60.830585
0607 12:13:19 PM [TRAIN] Iteration 1817 | loss 1.037818 | accuracy 60.830585
2022-06-07 12:13:19,765 [TRAIN] Iteration 1818 | loss 1.037507 | accuracy 60.841123
0607 12:13:19 PM [TRAIN] Iteration 1818 | loss 1.037507 | accuracy 60.841123
2022-06-07 12:13:19,796 [TRAIN] Iteration 1819 | loss 1.037205 | accuracy 60.854397
0607 12:13:19 PM [TRAIN] Iteration 1819 | loss 1.037205 | accuracy 60.854397
2022-06-07 12:13:19,827 [TRAIN] Iteration 1820 | loss 1.037003 | accuracy 60.862165
0607 12:13:19 PM [TRAIN] Iteration 1820 | loss 1.037003 | accuracy 60.862165
2022-06-07 12:13:19,858 [TRAIN] Iteration 1821 | loss 1.036746 | accuracy 60.878158
0607 12:13:19 PM [TRAIN] Iteration 1821 | loss 1.036746 | accuracy 60.878158
2022-06-07 12:13:19,889 [TRAIN] Iteration 1822 | loss 1.036542 | accuracy 60.880419
0607 12:13:19 PM [TRAIN] Iteration 1822 | loss 1.036542 | accuracy 60.880419
2022-06-07 12:13:19,921 [TRAIN] Iteration 1823 | loss 1.036333 | accuracy 60.890901
0607 12:13:19 PM [TRAIN] Iteration 1823 | loss 1.036333 | accuracy 60.890901
2022-06-07 12:13:19,952 [TRAIN] Iteration 1824 | loss 1.036043 | accuracy 60.904111
0607 12:13:19 PM [TRAIN] Iteration 1824 | loss 1.036043 | accuracy 60.904111
2022-06-07 12:13:19,984 [TRAIN] Iteration 1825 | loss 1.035885 | accuracy 60.909093
0607 12:13:19 PM [TRAIN] Iteration 1825 | loss 1.035885 | accuracy 60.909093
2022-06-07 12:13:20,017 [TRAIN] Iteration 1826 | loss 1.035571 | accuracy 60.925015
0607 12:13:20 PM [TRAIN] Iteration 1826 | loss 1.035571 | accuracy 60.925015
2022-06-07 12:13:20,049 [TRAIN] Iteration 1827 | loss 1.035448 | accuracy 60.932715
0607 12:13:20 PM [TRAIN] Iteration 1827 | loss 1.035448 | accuracy 60.932715
2022-06-07 12:13:20,080 [TRAIN] Iteration 1828 | loss 1.035378 | accuracy 60.937673
0607 12:13:20 PM [TRAIN] Iteration 1828 | loss 1.035378 | accuracy 60.937673
2022-06-07 12:13:20,113 [TRAIN] Iteration 1829 | loss 1.034896 | accuracy 60.959018
0607 12:13:20 PM [TRAIN] Iteration 1829 | loss 1.034896 | accuracy 60.959018
2022-06-07 12:13:20,145 [TRAIN] Iteration 1830 | loss 1.034769 | accuracy 60.966687
0607 12:13:20 PM [TRAIN] Iteration 1830 | loss 1.034769 | accuracy 60.966687
2022-06-07 12:13:20,176 [TRAIN] Iteration 1831 | loss 1.034450 | accuracy 60.979805
0607 12:13:20 PM [TRAIN] Iteration 1831 | loss 1.034450 | accuracy 60.979805
2022-06-07 12:13:20,207 [TRAIN] Iteration 1832 | loss 1.034284 | accuracy 60.987454
0607 12:13:20 PM [TRAIN] Iteration 1832 | loss 1.034284 | accuracy 60.987454
2022-06-07 12:13:20,239 [TRAIN] Iteration 1833 | loss 1.034069 | accuracy 60.997821
0607 12:13:20 PM [TRAIN] Iteration 1833 | loss 1.034069 | accuracy 60.997821
2022-06-07 12:13:20,271 [TRAIN] Iteration 1834 | loss 1.034016 | accuracy 61.000002
0607 12:13:20 PM [TRAIN] Iteration 1834 | loss 1.034016 | accuracy 61.000002
2022-06-07 12:13:20,303 [TRAIN] Iteration 1835 | loss 1.033855 | accuracy 61.004904
0607 12:13:20 PM [TRAIN] Iteration 1835 | loss 1.033855 | accuracy 61.004904
2022-06-07 12:13:20,336 [TRAIN] Iteration 1836 | loss 1.033688 | accuracy 61.015244
0607 12:13:20 PM [TRAIN] Iteration 1836 | loss 1.033688 | accuracy 61.015244
2022-06-07 12:13:20,367 [TRAIN] Iteration 1837 | loss 1.033459 | accuracy 61.022853
0607 12:13:20 PM [TRAIN] Iteration 1837 | loss 1.033459 | accuracy 61.022853
2022-06-07 12:13:20,400 [TRAIN] Iteration 1838 | loss 1.033313 | accuracy 61.027734
0607 12:13:20 PM [TRAIN] Iteration 1838 | loss 1.033313 | accuracy 61.027734
2022-06-07 12:13:20,432 [TRAIN] Iteration 1839 | loss 1.032954 | accuracy 61.043480
0607 12:13:20 PM [TRAIN] Iteration 1839 | loss 1.032954 | accuracy 61.043480
2022-06-07 12:13:20,462 [TRAIN] Iteration 1840 | loss 1.033068 | accuracy 61.040197
0607 12:13:20 PM [TRAIN] Iteration 1840 | loss 1.033068 | accuracy 61.040197
2022-06-07 12:13:20,494 [TRAIN] Iteration 1841 | loss 1.032832 | accuracy 61.053205
0607 12:13:20 PM [TRAIN] Iteration 1841 | loss 1.032832 | accuracy 61.053205
2022-06-07 12:13:20,528 [TRAIN] Iteration 1842 | loss 1.032610 | accuracy 61.060772
0607 12:13:20 PM [TRAIN] Iteration 1842 | loss 1.032610 | accuracy 61.060772
2022-06-07 12:13:20,560 [TRAIN] Iteration 1843 | loss 1.032470 | accuracy 61.073754
0607 12:13:20 PM [TRAIN] Iteration 1843 | loss 1.032470 | accuracy 61.073754
2022-06-07 12:13:20,594 [TRAIN] Iteration 1844 | loss 1.032120 | accuracy 61.086723
0607 12:13:20 PM [TRAIN] Iteration 1844 | loss 1.032120 | accuracy 61.086723
2022-06-07 12:13:20,628 [TRAIN] Iteration 1845 | loss 1.031724 | accuracy 61.102385
0607 12:13:20 PM [TRAIN] Iteration 1845 | loss 1.031724 | accuracy 61.102385
2022-06-07 12:13:20,658 [TRAIN] Iteration 1846 | loss 1.031620 | accuracy 61.107203
0607 12:13:20 PM [TRAIN] Iteration 1846 | loss 1.031620 | accuracy 61.107203
2022-06-07 12:13:20,690 [TRAIN] Iteration 1847 | loss 1.031535 | accuracy 61.112015
0607 12:13:20 PM [TRAIN] Iteration 1847 | loss 1.031535 | accuracy 61.112015
2022-06-07 12:13:20,721 [TRAIN] Iteration 1848 | loss 1.031408 | accuracy 61.122230
0607 12:13:20 PM [TRAIN] Iteration 1848 | loss 1.031408 | accuracy 61.122230
2022-06-07 12:13:20,751 [TRAIN] Iteration 1849 | loss 1.031314 | accuracy 61.127029
0607 12:13:20 PM [TRAIN] Iteration 1849 | loss 1.031314 | accuracy 61.127029
2022-06-07 12:13:20,782 [TRAIN] Iteration 1850 | loss 1.030992 | accuracy 61.137225
0607 12:13:20 PM [TRAIN] Iteration 1850 | loss 1.030992 | accuracy 61.137225
2022-06-07 12:13:20,815 [TRAIN] Iteration 1851 | loss 1.030756 | accuracy 61.144710
0607 12:13:20 PM [TRAIN] Iteration 1851 | loss 1.030756 | accuracy 61.144710
2022-06-07 12:13:20,845 [TRAIN] Iteration 1852 | loss 1.030729 | accuracy 61.149489
0607 12:13:20 PM [TRAIN] Iteration 1852 | loss 1.030729 | accuracy 61.149489
2022-06-07 12:13:20,877 [TRAIN] Iteration 1853 | loss 1.030518 | accuracy 61.162353
0607 12:13:20 PM [TRAIN] Iteration 1853 | loss 1.030518 | accuracy 61.162353
2022-06-07 12:13:20,909 [TRAIN] Iteration 1854 | loss 1.030195 | accuracy 61.175204
0607 12:13:20 PM [TRAIN] Iteration 1854 | loss 1.030195 | accuracy 61.175204
2022-06-07 12:13:20,939 [TRAIN] Iteration 1855 | loss 1.030156 | accuracy 61.171877
0607 12:13:20 PM [TRAIN] Iteration 1855 | loss 1.030156 | accuracy 61.171877
2022-06-07 12:13:20,970 [TRAIN] Iteration 1856 | loss 1.029872 | accuracy 61.184708
0607 12:13:20 PM [TRAIN] Iteration 1856 | loss 1.029872 | accuracy 61.184708
2022-06-07 12:13:21,000 [TRAIN] Iteration 1857 | loss 1.029774 | accuracy 61.189453
0607 12:13:21 PM [TRAIN] Iteration 1857 | loss 1.029774 | accuracy 61.189453
2022-06-07 12:13:21,034 [TRAIN] Iteration 1858 | loss 1.029435 | accuracy 61.204951
0607 12:13:21 PM [TRAIN] Iteration 1858 | loss 1.029435 | accuracy 61.204951
2022-06-07 12:13:21,064 [TRAIN] Iteration 1859 | loss 1.029255 | accuracy 61.206991
0607 12:13:21 PM [TRAIN] Iteration 1859 | loss 1.029255 | accuracy 61.206991
2022-06-07 12:13:21,095 [TRAIN] Iteration 1860 | loss 1.029098 | accuracy 61.211716
0607 12:13:21 PM [TRAIN] Iteration 1860 | loss 1.029098 | accuracy 61.211716
2022-06-07 12:13:21,128 [TRAIN] Iteration 1861 | loss 1.028837 | accuracy 61.219121
0607 12:13:21 PM [TRAIN] Iteration 1861 | loss 1.028837 | accuracy 61.219121
2022-06-07 12:13:21,158 [TRAIN] Iteration 1862 | loss 1.028709 | accuracy 61.226518
0607 12:13:21 PM [TRAIN] Iteration 1862 | loss 1.028709 | accuracy 61.226518
2022-06-07 12:13:21,190 [TRAIN] Iteration 1863 | loss 1.028646 | accuracy 61.233907
0607 12:13:21 PM [TRAIN] Iteration 1863 | loss 1.028646 | accuracy 61.233907
2022-06-07 12:13:21,223 [TRAIN] Iteration 1864 | loss 1.028541 | accuracy 61.238608
0607 12:13:21 PM [TRAIN] Iteration 1864 | loss 1.028541 | accuracy 61.238608
2022-06-07 12:13:21,255 [TRAIN] Iteration 1865 | loss 1.028438 | accuracy 61.243303
0607 12:13:21 PM [TRAIN] Iteration 1865 | loss 1.028438 | accuracy 61.243303
2022-06-07 12:13:21,289 [TRAIN] Iteration 1866 | loss 1.028042 | accuracy 61.261384
0607 12:13:21 PM [TRAIN] Iteration 1866 | loss 1.028042 | accuracy 61.261384
2022-06-07 12:13:21,322 [TRAIN] Iteration 1867 | loss 1.027921 | accuracy 61.266062
0607 12:13:21 PM [TRAIN] Iteration 1867 | loss 1.027921 | accuracy 61.266062
2022-06-07 12:13:21,353 [TRAIN] Iteration 1868 | loss 1.027747 | accuracy 61.276085
0607 12:13:21 PM [TRAIN] Iteration 1868 | loss 1.027747 | accuracy 61.276085
2022-06-07 12:13:21,386 [TRAIN] Iteration 1869 | loss 1.027527 | accuracy 61.288772
0607 12:13:21 PM [TRAIN] Iteration 1869 | loss 1.027527 | accuracy 61.288772
2022-06-07 12:13:21,417 [TRAIN] Iteration 1870 | loss 1.027128 | accuracy 61.306790
0607 12:13:21 PM [TRAIN] Iteration 1870 | loss 1.027128 | accuracy 61.306790
2022-06-07 12:13:21,449 [TRAIN] Iteration 1871 | loss 1.026997 | accuracy 61.319446
0607 12:13:21 PM [TRAIN] Iteration 1871 | loss 1.026997 | accuracy 61.319446
2022-06-07 12:13:21,480 [TRAIN] Iteration 1872 | loss 1.026780 | accuracy 61.324081
0607 12:13:21 PM [TRAIN] Iteration 1872 | loss 1.026780 | accuracy 61.324081
2022-06-07 12:13:21,512 [TRAIN] Iteration 1873 | loss 1.026426 | accuracy 61.342051
0607 12:13:21 PM [TRAIN] Iteration 1873 | loss 1.026426 | accuracy 61.342051
2022-06-07 12:13:21,544 [TRAIN] Iteration 1874 | loss 1.026100 | accuracy 61.354668
0607 12:13:21 PM [TRAIN] Iteration 1874 | loss 1.026100 | accuracy 61.354668
2022-06-07 12:13:21,575 [TRAIN] Iteration 1875 | loss 1.025999 | accuracy 61.359277
0607 12:13:21 PM [TRAIN] Iteration 1875 | loss 1.025999 | accuracy 61.359277
2022-06-07 12:13:21,606 [TRAIN] Iteration 1876 | loss 1.025905 | accuracy 61.361216
0607 12:13:21 PM [TRAIN] Iteration 1876 | loss 1.025905 | accuracy 61.361216
2022-06-07 12:13:21,637 [TRAIN] Iteration 1877 | loss 1.025615 | accuracy 61.371141
0607 12:13:21 PM [TRAIN] Iteration 1877 | loss 1.025615 | accuracy 61.371141
2022-06-07 12:13:21,667 [TRAIN] Iteration 1878 | loss 1.025354 | accuracy 61.381055
0607 12:13:21 PM [TRAIN] Iteration 1878 | loss 1.025354 | accuracy 61.381055
2022-06-07 12:13:21,700 [TRAIN] Iteration 1879 | loss 1.024959 | accuracy 61.396278
0607 12:13:21 PM [TRAIN] Iteration 1879 | loss 1.024959 | accuracy 61.396278
2022-06-07 12:13:21,733 [TRAIN] Iteration 1880 | loss 1.024821 | accuracy 61.400852
0607 12:13:21 PM [TRAIN] Iteration 1880 | loss 1.024821 | accuracy 61.400852
2022-06-07 12:13:21,763 [TRAIN] Iteration 1881 | loss 1.024712 | accuracy 61.405421
0607 12:13:21 PM [TRAIN] Iteration 1881 | loss 1.024712 | accuracy 61.405421
2022-06-07 12:13:21,797 [TRAIN] Iteration 1882 | loss 1.024417 | accuracy 61.417952
0607 12:13:21 PM [TRAIN] Iteration 1882 | loss 1.024417 | accuracy 61.417952
2022-06-07 12:13:21,831 [TRAIN] Iteration 1883 | loss 1.024206 | accuracy 61.422507
0607 12:13:21 PM [TRAIN] Iteration 1883 | loss 1.024206 | accuracy 61.422507
2022-06-07 12:13:21,882 [TRAIN] Iteration 1884 | loss 1.023884 | accuracy 61.432362
0607 12:13:21 PM [TRAIN] Iteration 1884 | loss 1.023884 | accuracy 61.432362
2022-06-07 12:13:21,934 [TRAIN] Iteration 1885 | loss 1.023744 | accuracy 61.436905
0607 12:13:21 PM [TRAIN] Iteration 1885 | loss 1.023744 | accuracy 61.436905
2022-06-07 12:13:21,968 [TRAIN] Iteration 1886 | loss 1.023449 | accuracy 61.449392
0607 12:13:21 PM [TRAIN] Iteration 1886 | loss 1.023449 | accuracy 61.449392
2022-06-07 12:13:22,000 [TRAIN] Iteration 1887 | loss 1.023209 | accuracy 61.456569
0607 12:13:22 PM [TRAIN] Iteration 1887 | loss 1.023209 | accuracy 61.456569
2022-06-07 12:13:22,032 [TRAIN] Iteration 1888 | loss 1.023086 | accuracy 61.466386
0607 12:13:22 PM [TRAIN] Iteration 1888 | loss 1.023086 | accuracy 61.466386
2022-06-07 12:13:22,063 [TRAIN] Iteration 1889 | loss 1.022966 | accuracy 61.473547
0607 12:13:22 PM [TRAIN] Iteration 1889 | loss 1.022966 | accuracy 61.473547
2022-06-07 12:13:22,096 [TRAIN] Iteration 1890 | loss 1.022862 | accuracy 61.478056
0607 12:13:22 PM [TRAIN] Iteration 1890 | loss 1.022862 | accuracy 61.478056
2022-06-07 12:13:22,127 [TRAIN] Iteration 1891 | loss 1.022729 | accuracy 61.479917
0607 12:13:22 PM [TRAIN] Iteration 1891 | loss 1.022729 | accuracy 61.479917
2022-06-07 12:13:22,158 [TRAIN] Iteration 1892 | loss 1.022840 | accuracy 61.479135
0607 12:13:22 PM [TRAIN] Iteration 1892 | loss 1.022840 | accuracy 61.479135
2022-06-07 12:13:22,190 [TRAIN] Iteration 1893 | loss 1.022578 | accuracy 61.491554
0607 12:13:22 PM [TRAIN] Iteration 1893 | loss 1.022578 | accuracy 61.491554
2022-06-07 12:13:22,226 [TRAIN] Iteration 1894 | loss 1.022277 | accuracy 61.503959
0607 12:13:22 PM [TRAIN] Iteration 1894 | loss 1.022277 | accuracy 61.503959
2022-06-07 12:13:22,258 [TRAIN] Iteration 1895 | loss 1.021953 | accuracy 61.518989
0607 12:13:22 PM [TRAIN] Iteration 1895 | loss 1.021953 | accuracy 61.518989
2022-06-07 12:13:22,290 [TRAIN] Iteration 1896 | loss 1.021716 | accuracy 61.528731
0607 12:13:22 PM [TRAIN] Iteration 1896 | loss 1.021716 | accuracy 61.528731
2022-06-07 12:13:22,322 [TRAIN] Iteration 1897 | loss 1.021615 | accuracy 61.535829
0607 12:13:22 PM [TRAIN] Iteration 1897 | loss 1.021615 | accuracy 61.535829
2022-06-07 12:13:22,352 [TRAIN] Iteration 1898 | loss 1.021442 | accuracy 61.542919
0607 12:13:22 PM [TRAIN] Iteration 1898 | loss 1.021442 | accuracy 61.542919
2022-06-07 12:13:22,382 [TRAIN] Iteration 1899 | loss 1.021175 | accuracy 61.555265
0607 12:13:22 PM [TRAIN] Iteration 1899 | loss 1.021175 | accuracy 61.555265
2022-06-07 12:13:22,414 [TRAIN] Iteration 1900 | loss 1.020845 | accuracy 61.564968
0607 12:13:22 PM [TRAIN] Iteration 1900 | loss 1.020845 | accuracy 61.564968
2022-06-07 12:13:22,448 [TRAIN] Iteration 1901 | loss 1.020794 | accuracy 61.572031
0607 12:13:22 PM [TRAIN] Iteration 1901 | loss 1.020794 | accuracy 61.572031
2022-06-07 12:13:22,479 [TRAIN] Iteration 1902 | loss 1.020533 | accuracy 61.584342
0607 12:13:22 PM [TRAIN] Iteration 1902 | loss 1.020533 | accuracy 61.584342
2022-06-07 12:13:22,511 [TRAIN] Iteration 1903 | loss 1.020580 | accuracy 61.588762
0607 12:13:22 PM [TRAIN] Iteration 1903 | loss 1.020580 | accuracy 61.588762
2022-06-07 12:13:22,542 [TRAIN] Iteration 1904 | loss 1.020312 | accuracy 61.601052
0607 12:13:22 PM [TRAIN] Iteration 1904 | loss 1.020312 | accuracy 61.601052
2022-06-07 12:13:22,574 [TRAIN] Iteration 1905 | loss 1.020017 | accuracy 61.615951
0607 12:13:22 PM [TRAIN] Iteration 1905 | loss 1.020017 | accuracy 61.615951
2022-06-07 12:13:22,608 [TRAIN] Iteration 1906 | loss 1.019643 | accuracy 61.633457
0607 12:13:22 PM [TRAIN] Iteration 1906 | loss 1.019643 | accuracy 61.633457
2022-06-07 12:13:22,639 [TRAIN] Iteration 1907 | loss 1.019684 | accuracy 61.635222
0607 12:13:22 PM [TRAIN] Iteration 1907 | loss 1.019684 | accuracy 61.635222
2022-06-07 12:13:22,669 [TRAIN] Iteration 1908 | loss 1.019480 | accuracy 61.636984
0607 12:13:22 PM [TRAIN] Iteration 1908 | loss 1.019480 | accuracy 61.636984
2022-06-07 12:13:22,701 [TRAIN] Iteration 1909 | loss 1.019271 | accuracy 61.643981
0607 12:13:22 PM [TRAIN] Iteration 1909 | loss 1.019271 | accuracy 61.643981
2022-06-07 12:13:22,733 [TRAIN] Iteration 1910 | loss 1.018845 | accuracy 61.658819
0607 12:13:22 PM [TRAIN] Iteration 1910 | loss 1.018845 | accuracy 61.658819
2022-06-07 12:13:22,765 [TRAIN] Iteration 1911 | loss 1.018644 | accuracy 61.671027
0607 12:13:22 PM [TRAIN] Iteration 1911 | loss 1.018644 | accuracy 61.671027
2022-06-07 12:13:22,799 [TRAIN] Iteration 1912 | loss 1.018671 | accuracy 61.672767
0607 12:13:22 PM [TRAIN] Iteration 1912 | loss 1.018671 | accuracy 61.672767
2022-06-07 12:13:22,831 [TRAIN] Iteration 1913 | loss 1.018319 | accuracy 61.687567
0607 12:13:22 PM [TRAIN] Iteration 1913 | loss 1.018319 | accuracy 61.687567
2022-06-07 12:13:22,863 [TRAIN] Iteration 1914 | loss 1.018143 | accuracy 61.699741
0607 12:13:22 PM [TRAIN] Iteration 1914 | loss 1.018143 | accuracy 61.699741
2022-06-07 12:13:22,897 [TRAIN] Iteration 1915 | loss 1.017700 | accuracy 61.717121
0607 12:13:22 PM [TRAIN] Iteration 1915 | loss 1.017700 | accuracy 61.717121
2022-06-07 12:13:22,929 [TRAIN] Iteration 1916 | loss 1.017427 | accuracy 61.726658
0607 12:13:22 PM [TRAIN] Iteration 1916 | loss 1.017427 | accuracy 61.726658
2022-06-07 12:13:22,960 [TRAIN] Iteration 1917 | loss 1.017484 | accuracy 61.728365
0607 12:13:22 PM [TRAIN] Iteration 1917 | loss 1.017484 | accuracy 61.728365
2022-06-07 12:13:22,991 [TRAIN] Iteration 1918 | loss 1.017215 | accuracy 61.740492
0607 12:13:22 PM [TRAIN] Iteration 1918 | loss 1.017215 | accuracy 61.740492
2022-06-07 12:13:23,023 [TRAIN] Iteration 1919 | loss 1.017019 | accuracy 61.750002
0607 12:13:23 PM [TRAIN] Iteration 1919 | loss 1.017019 | accuracy 61.750002
2022-06-07 12:13:23,054 [TRAIN] Iteration 1920 | loss 1.016704 | accuracy 61.762105
0607 12:13:23 PM [TRAIN] Iteration 1920 | loss 1.016704 | accuracy 61.762105
2022-06-07 12:13:23,087 [TRAIN] Iteration 1921 | loss 1.016374 | accuracy 61.776797
0607 12:13:23 PM [TRAIN] Iteration 1921 | loss 1.016374 | accuracy 61.776797
2022-06-07 12:13:23,120 [TRAIN] Iteration 1922 | loss 1.016179 | accuracy 61.783673
0607 12:13:23 PM [TRAIN] Iteration 1922 | loss 1.016179 | accuracy 61.783673
2022-06-07 12:13:23,151 [TRAIN] Iteration 1923 | loss 1.015965 | accuracy 61.787943
0607 12:13:23 PM [TRAIN] Iteration 1923 | loss 1.015965 | accuracy 61.787943
2022-06-07 12:13:23,183 [TRAIN] Iteration 1924 | loss 1.015697 | accuracy 61.794807
0607 12:13:23 PM [TRAIN] Iteration 1924 | loss 1.015697 | accuracy 61.794807
2022-06-07 12:13:23,215 [TRAIN] Iteration 1925 | loss 1.015333 | accuracy 61.812047
0607 12:13:23 PM [TRAIN] Iteration 1925 | loss 1.015333 | accuracy 61.812047
2022-06-07 12:13:23,248 [TRAIN] Iteration 1926 | loss 1.015237 | accuracy 61.813702
0607 12:13:23 PM [TRAIN] Iteration 1926 | loss 1.015237 | accuracy 61.813702
2022-06-07 12:13:23,281 [TRAIN] Iteration 1927 | loss 1.015207 | accuracy 61.820541
0607 12:13:23 PM [TRAIN] Iteration 1927 | loss 1.015207 | accuracy 61.820541
2022-06-07 12:13:23,313 [TRAIN] Iteration 1928 | loss 1.014902 | accuracy 61.827373
0607 12:13:23 PM [TRAIN] Iteration 1928 | loss 1.014902 | accuracy 61.827373
2022-06-07 12:13:23,345 [TRAIN] Iteration 1929 | loss 1.014874 | accuracy 61.836789
0607 12:13:23 PM [TRAIN] Iteration 1929 | loss 1.014874 | accuracy 61.836789
2022-06-07 12:13:23,376 [TRAIN] Iteration 1930 | loss 1.014528 | accuracy 61.848785
0607 12:13:23 PM [TRAIN] Iteration 1930 | loss 1.014528 | accuracy 61.848785
2022-06-07 12:13:23,409 [TRAIN] Iteration 1931 | loss 1.014291 | accuracy 61.858180
0607 12:13:23 PM [TRAIN] Iteration 1931 | loss 1.014291 | accuracy 61.858180
2022-06-07 12:13:23,441 [TRAIN] Iteration 1932 | loss 1.013947 | accuracy 61.872738
0607 12:13:23 PM [TRAIN] Iteration 1932 | loss 1.013947 | accuracy 61.872738
2022-06-07 12:13:23,479 [TRAIN] Iteration 1933 | loss 1.014103 | accuracy 61.869185
0607 12:13:23 PM [TRAIN] Iteration 1933 | loss 1.014103 | accuracy 61.869185
2022-06-07 12:13:23,511 [TRAIN] Iteration 1934 | loss 1.013976 | accuracy 61.873387
0607 12:13:23 PM [TRAIN] Iteration 1934 | loss 1.013976 | accuracy 61.873387
2022-06-07 12:13:23,543 [TRAIN] Iteration 1935 | loss 1.013605 | accuracy 61.887915
0607 12:13:23 PM [TRAIN] Iteration 1935 | loss 1.013605 | accuracy 61.887915
2022-06-07 12:13:23,573 [TRAIN] Iteration 1936 | loss 1.013367 | accuracy 61.897266
0607 12:13:23 PM [TRAIN] Iteration 1936 | loss 1.013367 | accuracy 61.897266
2022-06-07 12:13:23,606 [TRAIN] Iteration 1937 | loss 1.013033 | accuracy 61.906606
0607 12:13:23 PM [TRAIN] Iteration 1937 | loss 1.013033 | accuracy 61.906606
2022-06-07 12:13:23,638 [TRAIN] Iteration 1938 | loss 1.012660 | accuracy 61.923674
0607 12:13:23 PM [TRAIN] Iteration 1938 | loss 1.012660 | accuracy 61.923674
2022-06-07 12:13:23,670 [TRAIN] Iteration 1939 | loss 1.012490 | accuracy 61.932991
0607 12:13:23 PM [TRAIN] Iteration 1939 | loss 1.012490 | accuracy 61.932991
2022-06-07 12:13:23,704 [TRAIN] Iteration 1940 | loss 1.012334 | accuracy 61.942299
0607 12:13:23 PM [TRAIN] Iteration 1940 | loss 1.012334 | accuracy 61.942299
2022-06-07 12:13:23,738 [TRAIN] Iteration 1941 | loss 1.012026 | accuracy 61.954173
0607 12:13:23 PM [TRAIN] Iteration 1941 | loss 1.012026 | accuracy 61.954173
2022-06-07 12:13:23,770 [TRAIN] Iteration 1942 | loss 1.011937 | accuracy 61.966034
0607 12:13:23 PM [TRAIN] Iteration 1942 | loss 1.011937 | accuracy 61.966034
2022-06-07 12:13:23,802 [TRAIN] Iteration 1943 | loss 1.011885 | accuracy 61.970166
0607 12:13:23 PM [TRAIN] Iteration 1943 | loss 1.011885 | accuracy 61.970166
2022-06-07 12:13:23,833 [TRAIN] Iteration 1944 | loss 1.011893 | accuracy 61.976865
0607 12:13:23 PM [TRAIN] Iteration 1944 | loss 1.011893 | accuracy 61.976865
2022-06-07 12:13:23,863 [TRAIN] Iteration 1945 | loss 1.011769 | accuracy 61.980988
0607 12:13:23 PM [TRAIN] Iteration 1945 | loss 1.011769 | accuracy 61.980988
2022-06-07 12:13:23,897 [TRAIN] Iteration 1946 | loss 1.011429 | accuracy 61.995379
0607 12:13:23 PM [TRAIN] Iteration 1946 | loss 1.011429 | accuracy 61.995379
2022-06-07 12:13:23,931 [TRAIN] Iteration 1947 | loss 1.011180 | accuracy 62.004622
0607 12:13:23 PM [TRAIN] Iteration 1947 | loss 1.011180 | accuracy 62.004622
2022-06-07 12:13:23,962 [TRAIN] Iteration 1948 | loss 1.011312 | accuracy 62.006159
0607 12:13:23 PM [TRAIN] Iteration 1948 | loss 1.011312 | accuracy 62.006159
2022-06-07 12:13:23,995 [TRAIN] Iteration 1949 | loss 1.010917 | accuracy 62.023079
0607 12:13:23 PM [TRAIN] Iteration 1949 | loss 1.010917 | accuracy 62.023079
2022-06-07 12:13:24,027 [TRAIN] Iteration 1950 | loss 1.010618 | accuracy 62.032293
0607 12:13:24 PM [TRAIN] Iteration 1950 | loss 1.010618 | accuracy 62.032293
2022-06-07 12:13:24,057 [TRAIN] Iteration 1951 | loss 1.010420 | accuracy 62.044059
0607 12:13:24 PM [TRAIN] Iteration 1951 | loss 1.010420 | accuracy 62.044059
2022-06-07 12:13:24,090 [TRAIN] Iteration 1952 | loss 1.010146 | accuracy 62.055813
0607 12:13:24 PM [TRAIN] Iteration 1952 | loss 1.010146 | accuracy 62.055813
2022-06-07 12:13:24,122 [TRAIN] Iteration 1953 | loss 1.009850 | accuracy 62.070114
0607 12:13:24 PM [TRAIN] Iteration 1953 | loss 1.009850 | accuracy 62.070114
2022-06-07 12:13:24,152 [TRAIN] Iteration 1954 | loss 1.009664 | accuracy 62.079286
0607 12:13:24 PM [TRAIN] Iteration 1954 | loss 1.009664 | accuracy 62.079286
2022-06-07 12:13:24,183 [TRAIN] Iteration 1955 | loss 1.009453 | accuracy 62.088448
0607 12:13:24 PM [TRAIN] Iteration 1955 | loss 1.009453 | accuracy 62.088448
2022-06-07 12:13:24,218 [TRAIN] Iteration 1956 | loss 1.009084 | accuracy 62.102710
0607 12:13:24 PM [TRAIN] Iteration 1956 | loss 1.009084 | accuracy 62.102710
